"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal"
"order-based_PPMI","PlausibilityImplausible",-0.0394336373666735,0.00716654797790933,38.9889885281904,-5.5024591320991,2.54232725100095e-06
"order-based_PPMI","agent_freq_norm",-0.00397826357750084,0.0241490841686671,75.7431034609902,-0.164737658360666,0.869589331918681
"order-based_PPMI","patient_freq_norm",-0.00222141373946873,0.0239803759305072,75.6744508568844,-0.0926346503451893,0.92643861871449
"order-based_PPMI","verb_freq_norm",-0.0755605050301562,0.0294085974248774,39.4459603598649,-2.56933385630414,0.0140806055955983
"order-based_PPMI","sentence_freq_norm",0.000302257639236146,0.0402068764053844,63.8946167747757,0.00751756083184988,0.99402533352663
"syntax-based_PPMI","(Intercept)",0.406772715289734,0.0311957328931533,40.3598467423681,13.0393703742415,4.67520683034993e-16
"syntax-based_PPMI","PlausibilityImplausible",-0.134304956514362,0.0142556186789166,36.8683448401836,-9.42119451560478,2.35323121481696e-11
"syntax-based_PPMI","agent_freq_norm",-0.0114672962341677,0.0333083310465696,61.0084828563461,-0.344277118482307,0.731821781059601
"syntax-based_PPMI","patient_freq_norm",-0.00707603345874268,0.0332110529705798,62.1396758765462,-0.213062604940922,0.831975594216422
"syntax-based_PPMI","verb_freq_norm",-0.0841829177180088,0.0322364010726486,36.7259161738516,-2.61142419491222,0.0129796038217396
"syntax-based_PPMI","sentence_freq_norm",0.0552852270226194,0.0493685105009039,47.1268509673755,1.11984798531864,0.268453493110723
"human","(Intercept)",0.935818243903273,0.0178903553226596,75.9999999982929,52.3085331188465,2.36135922325954e-61
"human","PlausibilityImplausible",-0.759431970836124,0.0253534138187922,75.9999999985203,-29.953834866736,7.87010270639756e-44
"human","agent_freq_norm",0.0451412230938266,0.0179873199062787,75.9999999975633,2.50961362387676,0.0142140697370505
"human","patient_freq_norm",0.0332015035520608,0.0191834518041859,75.9999999986172,1.73073667299104,0.0875571397552136
"human","verb_freq_norm",0.0181693515254672,0.013460072410827,75.9999999982562,1.34987026599145,0.181064471569953
"human","sentence_freq_norm",-0.00507463515620035,0.0220895310012444,75.9999999978952,-0.229730325913868,0.818918500468891
