ItemNum,Voice,Plausibility,Sentence,TrialType,agent_freq,patient_freq,sentence_freq,verb_freq,NumWords
12,passive,implausible,The troublemaker was crashed by the car.,AI,14.1218468,6.586171655,11.6350429,9.108639817,7
13,active,plausible,The hooligan wrecked the vehicle.,AI,7.236339343,9.474472304,10.60554659,9.201602306,5
13,active,implausible,The vehicle wrecked the hooligan.,AI,9.474472304,7.236339343,10.60554659,9.201602306,5
13,passive,plausible,The vehicle was wrecked by the hooligan.,AI,7.236339343,9.474472304,11.17418435,9.201602306,7
13,passive,implausible,The hooligan was wrecked by the vehicle.,AI,9.474472304,7.236339343,11.17418435,9.201602306,7
14,active,plausible,The repairman fixed the tap.,AI,6.03787092,11.59200463,11.37734024,11.29729115,5
14,active,implausible,The tap fixed the repairman.,AI,11.59200463,6.03787092,11.37734024,11.29729115,5
14,passive,plausible,The tap was fixed by the repairman.,AI,6.03787092,11.59200463,11.72546552,11.29729115,7
14,passive,implausible,The repairman was fixed by the tap.,AI,11.59200463,6.03787092,11.72546552,11.29729115,7
15,active,plausible,The handyman repaired the faucet.,AI,6.361302478,7.515889085,10.1591177,10.11318106,5
15,active,implausible,The faucet repaired the handyman.,AI,7.515889085,6.361302478,10.1591177,10.11318106,5
15,passive,plausible,The faucet was repaired by the handyman.,AI,6.361302478,7.515889085,10.85530657,10.11318106,7
15,passive,implausible,The handyman was repaired by the faucet.,AI,7.515889085,6.361302478,10.85530657,10.11318106,7
16,active,plausible,The secretary organized the desk.,AI,9.464672465,9.421249386,11.47765413,12.38694315,5
16,active,implausible,The desk organized the secretary.,AI,9.421249386,9.464672465,11.47765413,12.38694315,5
16,passive,plausible,The desk was organized by the secretary.,AI,9.464672465,9.421249386,11.79711831,12.38694315,7
16,passive,implausible,The secretary was organized by the desk.,AI,9.421249386,9.464672465,11.79711831,12.38694315,7
17,active,plausible,The receptionist tidied the table.,AI,6.637258031,11.17589907,10.70387967,9.28924397,5
17,active,implausible,The table tidied the receptionist.,AI,11.17589907,6.637258031,10.70387967,9.28924397,5
17,passive,plausible,The table was tidied by the receptionist.,AI,6.637258031,11.17589907,11.24442226,9.28924397,7
17,passive,implausible,The receptionist was tidied by the table.,AI,11.17589907,6.637258031,11.24442226,9.28924397,7
18,active,plausible,The pilot steered the airplane.,AI,9.604811939,7.504942068,10.57936169,9.605755144,5
18,active,implausible,The airplane steered the pilot.,AI,7.504942068,9.604811939,10.57936169,9.605755144,5
18,passive,plausible,The airplane was steered by the pilot.,AI,9.604811939,7.504942068,11.15548085,9.605755144,7
18,passive,implausible,The pilot was steered by the airplane.,AI,7.504942068,9.604811939,11.15548085,9.605755144,7
19,active,plausible,The aviator maneuvered the jet.,AI,7.364547014,10.74613174,10.71357865,8.933268479,5
19,active,implausible,The jet maneuvered the aviator.,AI,10.74613174,7.364547014,10.71357865,8.933268479,5
19,passive,plausible,The jet was maneuvered by the aviator.,AI,7.364547014,10.74613174,11.25135011,8.933268479,7
19,passive,implausible,The aviator was maneuvered by the jet.,AI,10.74613174,7.364547014,11.25135011,8.933268479,7
20,active,plausible,The chef sauteed the squid.,AI,9.310366686,8.043984431,10.56688766,9.155989777,5
20,active,implausible,The squid sauteed the chef.,AI,8.043984431,9.310366686,10.56688766,9.155989777,5
20,passive,plausible,The squid was sauteed by the chef.,AI,9.310366686,8.043984431,11.14657082,9.155989777,7
20,passive,implausible,The chef was sauteed by the squid.,AI,8.043984431,9.310366686,11.14657082,9.155989777,7
21,active,plausible,The cook grilled the octopus.,AI,10.46070046,7.689371108,10.84514637,9.450065683,5
21,active,implausible,The octopus grilled the cook.,AI,7.689371108,10.46070046,10.84514637,9.450065683,5
21,passive,plausible,The octopus was grilled by the cook.,AI,10.46070046,7.689371108,11.34532705,9.450065683,7
21,passive,implausible,The cook was grilled by the octopus.,AI,7.689371108,10.46070046,11.34532705,9.450065683,7
22,active,plausible,The ship captain promised the triumph.,AI,6.921658184,10.59583441,11.57792247,11.13801381,6
22,active,implausible,The triumph promised the ship captain.,AI,10.59583441,6.921658184,11.57792247,11.13801381,6
22,passive,plausible,The triumph was promised by the ship captain.,AI,6.921658184,10.59583441,11.83238654,11.13801381,8
22,passive,implausible,The ship captain was promised by the triumph.,AI,10.59583441,6.921658184,11.83238654,11.13801381,8
23,active,plausible,The skipper guaranteed the victory.,AI,7.912056888,9.7179408,10.98236888,9.278279355,5
23,active,implausible,The victory guaranteed the skipper.,AI,9.7179408,7.912056888,10.98236888,9.278279355,5
23,passive,plausible,The victory was guaranteed by the skipper.,AI,7.912056888,9.7179408,11.44334313,9.278279355,7
23,passive,implausible,The skipper was guaranteed by the victory.,AI,9.7179408,7.912056888,11.44334313,9.278279355,7
24,active,plausible,The milliner adorned the fedora.,AI,8.044305407,6.86171134,10.3164008,9.979985524,5
24,active,implausible,The fedora adorned the milliner.,AI,6.86171134,8.044305407,10.3164008,9.979985524,5
24,passive,plausible,The fedora was adorned by the milliner.,AI,8.044305407,6.86171134,10.96765164,9.979985524,7
24,passive,implausible,The milliner was adorned by the fedora.,AI,6.86171134,8.044305407,10.96765164,9.979985524,7
25,active,plausible,The hatter decorated the bowler.,AI,8.263332667,7.368970402,10.38298199,10.821916,5
25,active,implausible,The bowler decorated the hatter.,AI,7.368970402,8.263332667,10.38298199,10.821916,5
25,passive,plausible,The bowler was decorated by the hatter.,AI,8.263332667,7.368970402,11.01520964,10.821916,7
25,passive,implausible,The hatter was decorated by the bowler.,AI,7.368970402,8.263332667,11.01520964,10.821916,7
26,active,plausible,The serviceman hoisted the flag.,AI,5.774551546,11.29960847,10.62773563,8.877939835,5
26,active,implausible,The flag hoisted the serviceman.,AI,11.29960847,5.774551546,10.62773563,8.877939835,5
26,passive,plausible,The flag was hoisted by the serviceman.,AI,5.774551546,11.29960847,11.19003366,8.877939835,7
26,passive,implausible,The serviceman was hoisted by the flag.,AI,11.29960847,5.774551546,11.19003366,8.877939835,7
27,active,plausible,The soldier raised the banner.,AI,10.53228286,9.132054454,11.69330558,10.93089023,5
27,active,implausible,The banner raised the soldier.,AI,9.132054454,10.53228286,11.69330558,10.93089023,5
27,passive,plausible,The banner was raised by the soldier.,AI,10.53228286,9.132054454,11.95115506,10.93089023,7
27,passive,implausible,The soldier was raised by the banner.,AI,9.132054454,10.53228286,11.95115506,10.93089023,7
28,active,plausible,The agent failed the mission.,AI,10.8843668,10.88781069,12.18864297,11.38523981,5
28,active,implausible,The mission failed the agent.,AI,10.88781069,10.8843668,12.18864297,11.38523981,5
28,passive,plausible,The mission was failed by the agent.,AI,10.8843668,10.88781069,12.30496748,11.38523981,7
28,passive,implausible,The agent was failed by the mission.,AI,10.88781069,10.8843668,12.30496748,11.38523981,7
29,active,plausible,The operative blew the assignment.,AI,8.773074951,9.36288977,11.14716256,8.106212903,5
29,active,implausible,The assignment blew the operative.,AI,9.36288977,8.773074951,11.14716256,8.106212903,5
29,passive,plausible,The assignment was blown by the operative.,AI,8.773074951,9.36288977,11.54924425,8.106212903,7
29,passive,implausible,The operative was blown by the assignment.,AI,9.36288977,8.773074951,11.54924425,8.106212903,7
30,active,plausible,The anchorman garbled the expression.,AI,5.673323267,10.31906799,10.40250426,8.092851028,5
30,active,implausible,The expression garbled the anchorman.,AI,10.31906799,5.673323267,10.40250426,8.092851028,5
30,passive,plausible,The expression was garbled by the anchorman.,AI,5.673323267,10.31906799,11.02915411,8.092851028,7
30,passive,implausible,The anchorman was garbled by the expression.,AI,10.31906799,5.673323267,11.02915411,8.092851028,7
31,active,plausible,The announcer mispronounced the word.,AI,6.70930434,11.538983,10.81539535,7.734558844,5
31,active,implausible,The word mispronounced the announcer.,AI,11.538983,6.70930434,10.81539535,7.734558844,5
31,passive,plausible,The word was mispronounced by the announcer.,AI,6.70930434,11.538983,11.32407632,7.734558844,7
31,passive,implausible,The announcer was mispronounced by the word.,AI,11.538983,6.70930434,11.32407632,7.734558844,7
32,active,plausible,The author finished the novel.,AI,12.03998264,10.7908231,12.20274739,9.862509296,5
32,active,implausible,The novel finished the author.,AI,10.7908231,12.03998264,12.20274739,9.862509296,5
32,passive,plausible,The novel was finished by the author.,AI,12.03998264,10.7908231,12.31504206,9.862509296,7
32,passive,implausible,The author was finished by the novel.,AI,10.7908231,12.03998264,12.31504206,9.862509296,7
33,active,plausible,The writer completed the book.,AI,10.48128,11.84813262,12.27960625,11.21100923,5
33,active,implausible,The book completed the writer.,AI,11.84813262,10.48128,12.27960625,11.21100923,5
33,passive,plausible,The book was completed by the writer.,AI,10.48128,11.84813262,12.36994125,11.21100923,7
33,passive,implausible,The writer was completed by the book.,AI,11.84813262,10.48128,12.36994125,11.21100923,7
34,active,plausible,The financier sponsored the project.,AI,8.440312147,10.99551152,11.06494408,8.860499168,5
34,active,implausible,The project sponsored the financier.,AI,10.99551152,8.440312147,11.06494408,8.860499168,5
34,passive,plausible,The project was sponsored by the financier.,AI,8.440312147,10.99551152,11.50232542,8.860499168,7
34,passive,implausible,The financier was sponsored by the project.,AI,10.99551152,8.440312147,11.50232542,8.860499168,7
35,active,plausible,The banker funded the program.,AI,8.522578664,11.28115733,11.20543904,11.72902829,5
35,active,implausible,The program funded the banker.,AI,11.28115733,8.522578664,11.20543904,11.72902829,5
35,passive,plausible,The program was funded by the banker.,AI,8.522578664,11.28115733,11.60267896,11.72902829,7
35,passive,implausible,The banker was funded by the program.,AI,11.28115733,8.522578664,11.60267896,11.72902829,7
36,active,plausible,The tourist exited the bus.,AI,8.745921121,12.36680022,11.39864716,9.949607488,5
36,active,implausible,The bus exited the tourist.,AI,12.36680022,8.745921121,11.39864716,9.949607488,5
36,passive,plausible,The bus was exited by the tourist.,AI,8.745921121,12.36680022,11.74068476,9.949607488,7
36,passive,implausible,The tourist was exited by the bus.,AI,12.36680022,8.745921121,11.74068476,9.949607488,7
37,active,plausible,The vacationer left the shuttle.,AI,6.335054251,8.620291149,11.06579385,10.8799887,5
37,active,implausible,The shuttle left the vacationer.,AI,8.620291149,6.335054251,11.06579385,10.8799887,5
37,passive,plausible,The shuttle was left by the vacationer.,AI,6.335054251,8.620291149,11.50293239,10.8799887,7
37,passive,implausible,The vacationer was left by the shuttle.,AI,8.620291149,6.335054251,11.50293239,10.8799887,7
38,active,plausible,The dietitian loathed the jam.,AI,6.826545224,10.95987061,10.79566381,9.658353983,5
38,active,implausible,The jam loathed the dietitian.,AI,10.95987061,6.826545224,10.79566381,9.658353983,5
38,passive,plausible,The jam was loathed by the dietitian.,AI,6.826545224,10.95987061,11.30998236,9.658353983,7
38,passive,implausible,The dietitian was loathed by the jam.,AI,10.95987061,6.826545224,11.30998236,9.658353983,7
39,active,plausible,The nutritionist detested the marmalade.,AI,6.582025139,7.578145472,10.12844379,9.895606579,5
39,active,implausible,The marmalade detested the nutritionist.,AI,7.578145472,6.582025139,10.12844379,9.895606579,5
39,passive,plausible,The marmalade was detested by the nutritionist.,AI,6.582025139,7.578145472,10.83339664,9.895606579,7
39,passive,implausible,The nutritionist was detested by the marmalade.,AI,7.578145472,6.582025139,10.83339664,9.895606579,7
40,active,plausible,The scientist discovered the cure.,AI,9.106312302,10.33318989,11.64427285,10.79743042,5
40,active,implausible,The cure discovered the scientist.,AI,10.33318989,9.106312302,11.64427285,10.79743042,5
40,passive,plausible,The cure was discovered by the scientist.,AI,9.106312302,10.33318989,11.91613168,10.79743042,7
40,passive,implausible,The scientist was discovered by the cure.,AI,10.33318989,9.106312302,11.91613168,10.79743042,7
41,active,plausible,The researcher found the remedy.,AI,8.628734566,9.513477399,11.83905679,11.55943684,5
41,active,implausible,The remedy found the researcher.,AI,9.513477399,8.628734566,11.83905679,11.55943684,5
41,passive,plausible,The remedy was found by the researcher.,AI,8.628734566,9.513477399,12.05526307,11.55943684,7
41,passive,implausible,The researcher was found by the remedy.,AI,9.513477399,8.628734566,12.05526307,11.55943684,7
42,active,plausible,The doctor closed the school.,AI,10.23160354,11.78379194,12.26398187,11.26821348,5
42,active,implausible,The school closed the doctor.,AI,11.78379194,10.23160354,12.26398187,11.26821348,5
42,passive,plausible,The school was closed by the doctor.,AI,10.23160354,11.78379194,12.35878098,11.26821348,7
42,passive,implausible,The doctor was closed by the school.,AI,11.78379194,10.23160354,12.35878098,11.26821348,7
43,active,plausible,The maid lifted the cushion.,AI,10.24881334,8.533460164,11.15328761,9.99341966,5
43,active,implausible,The cushion lifted the maid.,AI,8.533460164,10.24881334,11.15328761,9.99341966,5
43,passive,plausible,The cushion was lifted by the maid.,AI,10.24881334,8.533460164,11.56542794,9.99341966,7
43,passive,implausible,The maid was lifted by the cushion.,AI,8.533460164,10.24881334,11.56542794,9.99341966,7
44,active,plausible,The designer suggested the drapes.,AI,7.738488122,6.361302478,10.6918942,10.97999056,5
44,active,implausible,The drapes suggested the designer.,AI,6.361302478,7.738488122,10.6918942,10.97999056,5
44,passive,plausible,The drapes were suggested by the designer.,AI,7.738488122,6.361302478,11.02381785,10.97999056,7
44,passive,implausible,The designer were suggested by the drapes.,AI,6.361302478,7.738488122,11.02381785,10.97999056,7
45,active,plausible,The decorator recommended the curtains.,AI,7.232733136,6.464588304,10.50154538,10.44269653,5
45,active,implausible,The curtains recommended the decorator.,AI,6.464588304,7.232733136,10.50154538,10.44269653,5
45,passive,plausible,The curtains were recommended by the decorator.,AI,7.232733136,6.464588304,10.88785441,10.44269653,7
45,passive,implausible,The decorator were recommended by the curtains.,AI,6.464588304,7.232733136,10.88785441,10.44269653,7
46,active,plausible,The builder washed the pants.,AI,8.078067882,7.917171989,10.62932606,10.98351148,5
46,active,implausible,The pants washed the builder.,AI,7.917171989,8.078067882,10.62932606,10.98351148,5
46,passive,plausible,The pants were washed by the builder.,AI,8.078067882,7.917171989,10.97912632,10.98351148,7
46,passive,implausible,The builder were washed by the pants.,AI,7.917171989,8.078067882,10.97912632,10.98351148,7
47,active,plausible,The contractor laundered the trousers.,AI,9.174194925,6.988413182,10.35662249,8.434463544,5
47,active,implausible,The trousers laundered the contractor.,AI,6.988413182,9.174194925,10.35662249,8.434463544,5
47,passive,plausible,The trousers were laundered by the contractor.,AI,9.174194925,6.988413182,10.78433805,8.434463544,7
47,passive,implausible,The contractor were laundered by the trousers.,AI,6.988413182,9.174194925,10.78433805,8.434463544,7
48,active,plausible,The servant wiped the sink.,AI,10.31128328,9.821626526,11.2474482,8.551594618,5
48,active,implausible,The sink wiped the servant.,AI,9.821626526,10.31128328,11.2474482,8.551594618,5
48,passive,plausible,The sink was wiped by the servant.,AI,10.31128328,9.821626526,11.6326855,8.551594618,7
48,passive,implausible,The servant was wiped by the sink.,AI,9.821626526,10.31128328,11.6326855,8.551594618,7
49,active,plausible,The domestic cleaned the wash basin.,AI,10.13915238,6.656726524,11.11793927,10.62580511,6
49,active,implausible,The wash basin cleaned the domestic.,AI,6.656726524,10.13915238,11.11793927,10.62580511,6
49,passive,plausible,The wash basin was cleaned by the domestic.,AI,10.13915238,6.656726524,11.48739914,10.62580511,8
49,passive,implausible,The domestic was cleaned by the wash basin.,AI,6.656726524,10.13915238,11.48739914,10.62580511,8
50,active,plausible,The friend donned the pullover.,AI,11.22610968,6.66949809,10.72899859,12.48818675,5
50,active,implausible,The pullover donned the friend.,AI,6.66949809,11.22610968,10.72899859,12.48818675,5
50,passive,plausible,The pullover was donned by the friend.,AI,11.22610968,6.66949809,11.26236435,12.48818675,7
50,passive,implausible,The friend was donned by the pullover.,AI,6.66949809,11.22610968,11.26236435,12.48818675,7
51,active,plausible,The convalescent took the pill.,AI,7.579167967,10.89049766,11.50227966,9.548097497,5
51,active,implausible,The pill took the convalescent.,AI,10.89049766,7.579167967,11.50227966,9.548097497,5
51,passive,plausible,The pill was taken by the convalescent.,AI,7.579167967,10.89049766,11.89712687,9.548097497,7
51,passive,implausible,The convalescent was taken by the pill.,AI,10.89049766,7.579167967,11.89712687,9.548097497,7
52,active,plausible,The patient swallowed the medicine.,AI,11.11489267,9.857024678,11.4402665,9.361257257,5
52,active,implausible,The medicine swallowed the patient.,AI,9.857024678,11.11489267,11.4402665,9.361257257,5
52,passive,plausible,The medicine was swallowed by the patient.,AI,11.11489267,9.857024678,11.77041286,9.361257257,7
52,passive,implausible,The patient was swallowed by the medicine.,AI,9.857024678,11.11489267,11.77041286,9.361257257,7
53,active,plausible,The hoarder hid the stash.,AI,6.801283034,7.485491608,10.96384223,11.03880136,5
53,active,implausible,The stash hid the hoarder.,AI,7.485491608,6.801283034,10.96384223,11.03880136,5
53,passive,plausible,The stash was hidden by the hoarder.,AI,6.801283034,7.485491608,11.05505062,11.03880136,7
53,passive,implausible,The hoarder was hidden by the stash.,AI,7.485491608,6.801283034,11.05505062,11.03880136,7
54,active,plausible,The packrat concealed the stockpile.,AI,6.289715571,7.113142109,10.17206016,9.560574619,5
54,active,implausible,The stockpile concealed the packrat.,AI,7.113142109,6.289715571,10.17206016,9.560574619,5
54,passive,plausible,The stockpile was concealed by the packrat.,AI,6.289715571,7.113142109,10.86455118,9.560574619,7
54,passive,implausible,The packrat was concealed by the stockpile.,AI,7.113142109,6.289715571,10.86455118,9.560574619,7
55,active,plausible,The reporter abandoned the story.,AI,8.450839691,10.41783696,11.57249639,10.63935892,5
55,active,implausible,The story abandoned the reporter.,AI,10.41783696,8.450839691,11.57249639,10.63935892,5
55,passive,plausible,The story was abandoned by the reporter.,AI,8.450839691,10.41783696,11.86486278,10.63935892,7
55,passive,implausible,The reporter was abandoned by the story.,AI,10.41783696,8.450839691,11.86486278,10.63935892,7
56,active,plausible,The journalist ditched the article.,AI,8.554488976,10.41924101,10.98006105,9.165970424,5
56,active,implausible,The article ditched the journalist.,AI,10.41924101,8.554488976,10.98006105,9.165970424,5
56,passive,plausible,The article was ditched by the journalist.,AI,8.554488976,10.41924101,11.44169468,9.165970424,7
56,passive,implausible,The journalist was ditched by the article.,AI,10.41924101,8.554488976,11.44169468,9.165970424,7
57,active,plausible,The carnivore ate the steak.,AI,7.178545484,8.323608442,11.29717105,11.49006617,5
57,active,implausible,The steak ate the carnivore.,AI,8.323608442,7.178545484,11.29717105,11.49006617,5
57,passive,plausible,The steak was eaten by the carnivore.,AI,7.178545484,8.323608442,11.19987157,11.49006617,7
57,passive,implausible,The carnivore was eaten by the steak.,AI,8.323608442,7.178545484,11.19987157,11.49006617,7
58,active,plausible,The meat-eater devoured the filet.,AI,0,8.519590316,9.02198937,9.361773076,5
58,active,implausible,The filet devoured the meat-eater.,AI,8.519590316,0,9.02198937,9.361773076,5
58,passive,plausible,The filet was devoured by the meat-eater.,AI,0,8.519590316,10.04307205,9.361773076,7
58,passive,implausible,The meat-eater was devoured by the filet.,AI,8.519590316,0,10.04307205,9.361773076,7
59,active,plausible,The man drank the soda.,AI,14.09497319,9.915020788,12.24989947,7.74586823,5
59,active,implausible,The soda drank the man.,AI,9.915020788,14.09497319,12.24989947,7.74586823,5
59,passive,plausible,The soda was drunk by the man.,AI,14.09497319,9.915020788,12.6679545,7.74586823,7
59,passive,implausible,The man was drunk by the soda.,AI,9.915020788,14.09497319,12.6679545,7.74586823,7
60,active,plausible,The teacher bought the laptop.,AI,10.66672034,5.963579344,10.93576182,8.554874258,5
60,active,implausible,The laptop bought the teacher.,AI,5.963579344,10.66672034,10.93576182,8.554874258,5
60,passive,plausible,The laptop was bought by the teacher.,AI,10.66672034,5.963579344,11.41005237,8.554874258,7
60,passive,implausible,The teacher was bought by the laptop.,AI,5.963579344,10.66672034,11.41005237,8.554874258,7
61,active,plausible,The instructor purchased the computer.,AI,8.514188682,10.01681624,11.2912115,10.75111393,5
61,active,implausible,The computer purchased the instructor.,AI,10.01681624,8.514188682,11.2912115,10.75111393,5
61,passive,plausible,The computer was purchased by the instructor.,AI,8.514188682,10.01681624,11.663945,10.75111393,7
61,passive,implausible,The instructor was purchased by the computer.,AI,10.01681624,8.514188682,11.663945,10.75111393,7
62,active,plausible,The lady cooked the supper.,AI,10.15428518,9.184304357,11.17279319,10.46070046,5
62,active,implausible,The supper cooked the lady.,AI,9.184304357,10.15428518,11.17279319,10.46070046,5
62,passive,plausible,The supper was cooked by the lady.,AI,10.15428518,9.184304357,11.57936049,10.46070046,7
62,passive,implausible,The lady was cooked by the supper.,AI,9.184304357,10.15428518,11.57936049,10.46070046,7
63,active,plausible,The woman prepared the dinner.,AI,10.80758424,9.746658289,11.87723428,11.27762077,5
63,active,implausible,The dinner prepared the woman.,AI,9.746658289,10.80758424,11.87723428,11.27762077,5
63,passive,plausible,The dinner was prepared by the woman.,AI,10.80758424,9.746658289,12.0825327,11.27762077,7
63,passive,implausible,The woman was prepared by the dinner.,AI,9.746658289,10.80758424,12.0825327,11.27762077,7
64,active,plausible,The traveler lost the souvenir.,AI,8.171882006,8.037866235,11.21405809,10.36690705,5
64,active,implausible,The souvenir lost the traveler.,AI,8.037866235,8.171882006,11.21405809,10.36690705,5
64,passive,plausible,The souvenir was lost by the traveler.,AI,8.171882006,8.037866235,11.60883542,10.36690705,7
64,passive,implausible,The traveler was lost by the souvenir.,AI,8.037866235,8.171882006,11.60883542,10.36690705,7
65,active,plausible,The sightseer misplaced the memento.,AI,6.721425701,8.13123655,10.19513213,8.382975849,5
65,active,implausible,The memento misplaced the sightseer.,AI,8.13123655,6.721425701,10.19513213,8.382975849,5
65,passive,plausible,The memento was misplaced by the sightseer.,AI,6.721425701,8.13123655,10.88103117,8.382975849,7
65,passive,implausible,The sightseer was misplaced by the memento.,AI,8.13123655,6.721425701,10.88103117,8.382975849,7
66,active,plausible,The comedian confirmed the itinerary.,AI,7.450660796,7.138867,10.61165744,10.90698298,5
66,active,implausible,The itinerary confirmed the comedian.,AI,7.138867,7.450660796,10.61165744,10.90698298,5
66,passive,plausible,The itinerary was confirmed by the comedian.,AI,7.450660796,7.138867,11.17854924,10.90698298,7
66,passive,implausible,The comedian was confirmed by the itinerary.,AI,7.138867,7.450660796,11.17854924,10.90698298,7
67,active,plausible,The humorist verified the schedule.,AI,8.330381569,9.38303238,11.02484422,9.855609472,5
67,active,implausible,The schedule verified the humorist.,AI,9.38303238,8.330381569,11.02484422,9.855609472,5
67,passive,plausible,The schedule was verified by the humorist.,AI,8.330381569,9.38303238,11.47368266,9.855609472,7
67,passive,implausible,The humorist was verified by the schedule.,AI,9.38303238,8.330381569,11.47368266,9.855609472,7
68,active,plausible,The woodworker skimmed the brochure.,AI,6.758094504,7.515889085,10.11991446,9.612600349,5
68,active,implausible,The brochure skimmed the woodworker.,AI,7.515889085,6.758094504,10.11991446,9.612600349,5
68,passive,plausible,The brochure was skimmed by the woodworker.,AI,6.758094504,7.515889085,10.82730426,9.612600349,7
68,passive,implausible,The woodworker was skimmed by the brochure.,AI,7.515889085,6.758094504,10.82730426,9.612600349,7
69,active,plausible,The guide reached the target.,AI,10.25107634,9.82113802,11.79451574,10.51251916,5
69,active,implausible,The target reached the guide.,AI,9.82113802,10.25107634,11.79451574,10.51251916,5
