,Sentence,ItemNum,Score,Metric,NormScore,Plausibility,Voice,TrialType,agent_freq,patient_freq,sentence_freq,verb_freq,agent_freq_norm,patient_freq_norm,verb_freq_norm,sentence_freq_norm,Experiment,SynonymPair,NumSyn,LowerBetter,FinalNormScore
451,The prostitute was squandered by the cash.,5,2.2916666666666696,human,0.215277777777778,0,passive,AI,10.36741023,8.633196867,11.46302238,8.718990525,1.04052290394158,0.15277763495367902,-1.1392726087998402,0.702547868168689,EventsAdapt,3.0,Version1,False,0.215277777777778
548,The call girl wasted the money.,6,6.047619047619049,human,0.841269841269841,1,active,AI,6.216606101,11.14158638,11.8328724,10.83987499,-1.08427719657247,1.43682432174225,0.7059166590524151,1.3501596060770602,EventsAdapt,3.0,Version2,False,0.841269841269841
549,The money wasted the call girl.,6,1.09090909090909,human,0.0151515151515151,0,active,AI,11.14158638,6.216606101,11.8328724,10.83987499,1.43682432174225,-1.08427719657247,0.7059166590524151,1.3501596060770602,EventsAdapt,3.0,Version2,False,0.0151515151515151
550,The money was wasted by the call girl.,6,6.43478260869565,human,0.905797101449275,1,passive,AI,6.216606101,11.14158638,12.02359899,10.83987499,-1.08427719657247,1.43682432174225,0.7059166590524151,1.68412410989198,EventsAdapt,3.0,Version2,False,0.905797101449275
551,The call girl was wasted by the money.,6,1.34615384615385,human,0.0576923076923077,0,passive,AI,11.14158638,6.216606101,12.02359899,10.83987499,1.43682432174225,-1.08427719657247,0.7059166590524151,1.68412410989198,EventsAdapt,3.0,Version2,False,0.0576923076923077
648,The adventurer requested the beverage.,7,6.33333333333333,human,0.8888888888888891,1,active,AI,8.103494278,8.118802997000001,10.8431552,10.31486846,-0.118377562779275,-0.11054101673686301,0.249156080767755,-0.38284685943512103,EventsAdapt,,,False,0.8888888888888891
649,The beverage requested the adventurer.,7,1.44,human,0.0733333333333333,0,active,AI,8.118802997000001,8.103494278,10.8431552,10.31486846,-0.11054101673686301,-0.118377562779275,0.249156080767755,-0.38284685943512103,EventsAdapt,,,False,0.0733333333333333
650,The beverage was requested by the adventurer.,7,6.13636363636364,human,0.856060606060606,1,passive,AI,8.103494278,8.118802997000001,11.34390478,10.31486846,-0.118377562779275,-0.11054101673686301,0.249156080767755,0.493971548633884,EventsAdapt,,,False,0.856060606060606
651,The adventurer was requested by the beverage.,7,1.16666666666667,human,0.0277777777777778,0,passive,AI,8.118802997000001,8.103494278,11.34390478,10.31486846,-0.11054101673686301,-0.118377562779275,0.249156080767755,0.493971548633884,EventsAdapt,,,False,0.0277777777777778
748,The undertaker prepared the funeral.,8,6.44,human,0.9066666666666671,1,active,AI,7.614805365,9.224736252000001,11.1342941,11.27762077,-0.368537825511948,0.455587140207021,1.08675957088147,0.12694078097580197,EventsAdapt,4.0,Version1,False,0.9066666666666671
749,The funeral prepared the undertaker.,8,1.68,human,0.11333333333333301,0,active,AI,9.224736252000001,7.614805365,11.1342941,11.27762077,0.455587140207021,-0.368537825511948,1.08675957088147,0.12694078097580197,EventsAdapt,4.0,Version1,False,0.11333333333333301
750,The funeral was prepared by the undertaker.,8,6.04166666666667,human,0.8402777777777779,1,passive,AI,7.614805365,9.224736252000001,11.55186114,11.27762077,-0.368537825511948,0.455587140207021,1.08675957088147,0.858105582501718,EventsAdapt,4.0,Version1,False,0.8402777777777779
751,The undertaker was prepared by the funeral.,8,1.45454545454545,human,0.0757575757575758,0,passive,AI,9.224736252000001,7.614805365,11.55186114,11.27762077,0.455587140207021,-0.368537825511948,1.08675957088147,0.858105582501718,EventsAdapt,4.0,Version1,False,0.0757575757575758
848,The mortician arranged the burial.,9,6.81818181818182,human,0.96969696969697,1,active,AI,6.720220155,9.068431126,10.61632597,10.71798916,-0.82647674169596,0.375574415656784,0.599874850019096,-0.780027510794065,EventsAdapt,4.0,Version2,False,0.96969696969697
849,The burial arranged the mortician.,9,1.3913043478260902,human,0.0652173913043478,0,active,AI,9.068431126,6.720220155,10.61632597,10.71798916,0.375574415656784,-0.82647674169596,0.599874850019096,-0.780027510794065,EventsAdapt,4.0,Version2,False,0.0652173913043478
850,The burial was arranged by the mortician.,9,6.75,human,0.958333333333333,1,passive,AI,6.720220155,9.068431126,11.1818839,10.71798916,-0.82647674169596,0.375574415656784,0.599874850019096,0.21027108087604898,EventsAdapt,4.0,Version2,False,0.958333333333333
851,The mortician was arranged by the burial.,9,1.61111111111111,human,0.101851851851852,0,passive,AI,9.068431126,6.720220155,11.1818839,10.71798916,0.375574415656784,-0.82647674169596,0.599874850019096,0.21027108087604898,EventsAdapt,4.0,Version2,False,0.101851851851852
948,The supervisor supplied the liquor.,10,6.1304347826087,human,0.855072463768116,1,active,AI,8.805974659,9.546812609,11.22039822,11.09201672,0.241222730987791,0.620458296363375,0.925282316093852,0.27771010848393896,EventsAdapt,5.0,Version1,False,0.855072463768116
949,The liquor supplied the supervisor.,10,1.6666666666666698,human,0.111111111111111,0,active,AI,9.546812609,8.805974659,11.22039822,11.09201672,0.620458296363375,0.241222730987791,0.925282316093852,0.27771010848393896,EventsAdapt,5.0,Version1,False,0.111111111111111
950,The liquor was supplied by the supervisor.,10,5.38095238095238,human,0.73015873015873,1,passive,AI,8.805974659,9.546812609,11.61336408,11.09201672,0.241222730987791,0.620458296363375,0.925282316093852,0.965797954290354,EventsAdapt,5.0,Version1,False,0.73015873015873
951,The supervisor was supplied by the liquor.,10,1.04545454545455,human,0.00757575757575757,0,passive,AI,9.546812609,8.805974659,11.61336408,11.09201672,0.620458296363375,0.241222730987791,0.925282316093852,0.965797954290354,EventsAdapt,5.0,Version1,False,0.00757575757575757
1048,The overseer provided the alcohol.,11,5.12,human,0.686666666666667,1,active,AI,8.430763463,10.27732439,11.55319089,11.14755569,0.0491518063674888,0.994407887203126,0.973601738053298,0.8604339904019891,EventsAdapt,5.0,Version2,False,0.686666666666667
1049,The alcohol provided the overseer.,11,1.5,human,0.0833333333333333,0,active,AI,10.27732439,8.430763463,11.55319089,11.14755569,0.994407887203126,0.0491518063674888,0.973601738053298,0.8604339904019891,EventsAdapt,5.0,Version2,False,0.0833333333333333
1050,The alcohol was provided by the overseer.,11,5.69565217391304,human,0.7826086956521741,1,passive,AI,8.430763463,10.27732439,11.85107314,11.14755569,0.0491518063674888,0.994407887203126,0.973601738053298,1.38202931602765,EventsAdapt,5.0,Version2,False,0.7826086956521741
1051,The overseer was provided by the alcohol.,11,1.1304347826087,human,0.0217391304347826,0,passive,AI,10.27732439,8.430763463,11.85107314,11.14755569,0.994407887203126,0.0491518063674888,0.973601738053298,1.38202931602765,EventsAdapt,5.0,Version2,False,0.0217391304347826
1148,The troublemaker crashed the car.,12,6.81818181818182,human,0.96969696969697,1,active,AI,6.586171655,14.1218468,11.25074856,9.108639817,-0.8950962808073799,2.96242211994519,-0.8002740901678349,0.33085391102722495,EventsAdapt,6.0,Version1,False,0.96969696969697
1149,The car crashed the troublemaker.,12,1.45,human,0.075,0,active,AI,14.1218468,6.586171655,11.25074856,9.108639817,2.96242211994519,-0.8950962808073799,-0.8002740901678349,0.33085391102722495,EventsAdapt,6.0,Version1,False,0.075
1150,The car was crashed by the troublemaker.,12,5.96,human,0.826666666666667,1,passive,AI,6.586171655,14.1218468,11.6350429,9.108639817,-0.8950962808073799,2.96242211994519,-0.8002740901678349,1.00375782325563,EventsAdapt,6.0,Version1,False,0.826666666666667
1151,The troublemaker was crashed by the car.,12,2.54545454545455,human,0.257575757575758,0,passive,AI,14.1218468,6.586171655,11.6350429,9.108639817,2.96242211994519,-0.8950962808073799,-0.8002740901678349,1.00375782325563,EventsAdapt,6.0,Version1,False,0.257575757575758
1248,The hooligan wrecked the vehicle.,13,6.95652173913043,human,0.9927536231884059,1,active,AI,7.236339342999999,9.474472303999999,10.60554659,9.201602306,-0.5622748982801801,0.583427233813033,-0.719395857597239,-0.798902332040189,EventsAdapt,6.0,Version2,False,0.9927536231884059
1249,The vehicle wrecked the hooligan.,13,2.5,human,0.25,0,active,AI,9.474472303999999,7.236339342999999,10.60554659,9.201602306,0.583427233813033,-0.5622748982801801,-0.719395857597239,-0.798902332040189,EventsAdapt,6.0,Version2,False,0.25
1250,The vehicle was wrecked by the hooligan.,13,6.22222222222222,human,0.87037037037037,1,passive,AI,7.236339342999999,9.474472303999999,11.17418435,9.201602306,-0.5622748982801801,0.583427233813033,-0.719395857597239,0.19678907820747502,EventsAdapt,6.0,Version2,False,0.87037037037037
1251,The hooligan was wrecked by the vehicle.,13,3.59090909090909,human,0.43181818181818205,0,passive,AI,9.474472303999999,7.236339342999999,11.17418435,9.201602306,0.583427233813033,-0.5622748982801801,-0.719395857597239,0.19678907820747502,EventsAdapt,6.0,Version2,False,0.43181818181818205
1348,The repairman fixed the tap.,14,6.79166666666667,human,0.9652777777777779,1,active,AI,6.03787092,11.59200463,11.37734024,11.29729115,-1.17577188501148,1.6673938001203998,1.10387298496392,0.5525174326069761,EventsAdapt,7.0,Version1,False,0.9652777777777779
1349,The tap fixed the repairman.,14,1.27272727272727,human,0.0454545454545454,0,active,AI,11.59200463,6.03787092,11.37734024,11.29729115,1.6673938001203998,-1.17577188501148,1.10387298496392,0.5525174326069761,EventsAdapt,7.0,Version1,False,0.0454545454545454
1350,The tap was fixed by the repairman.,14,6.48,human,0.913333333333333,1,passive,AI,6.03787092,11.59200463,11.72546552,11.29729115,-1.17577188501148,1.6673938001203998,1.10387298496392,1.16208889508963,EventsAdapt,7.0,Version1,False,0.913333333333333
1351,The repairman was fixed by the tap.,14,1.24,human,0.04,0,passive,AI,11.59200463,6.03787092,11.72546552,11.29729115,1.6673938001203998,-1.17577188501148,1.10387298496392,1.16208889508963,EventsAdapt,7.0,Version1,False,0.04
1448,The handyman repaired the faucet.,15,6.88,human,0.98,1,active,AI,6.361302478,7.515889085,10.1591177,10.11318106,-1.01020700033132,-0.41917315186185905,0.0736861614569812,-1.5806045726008502,EventsAdapt,7.0,Version2,False,0.98
1449,The faucet repaired the handyman.,15,1.3181818181818201,human,0.053030303030303,0,active,AI,7.515889085,6.361302478,10.1591177,10.11318106,-0.41917315186185905,-1.01020700033132,0.0736861614569812,-1.5806045726008502,EventsAdapt,7.0,Version2,False,0.053030303030303
1450,The faucet was repaired by the handyman.,15,6.83333333333333,human,0.9722222222222221,1,passive,AI,6.361302478,7.515889085,10.85530657,10.11318106,-1.01020700033132,-0.41917315186185905,0.0736861614569812,-0.36156966755159103,EventsAdapt,7.0,Version2,False,0.9722222222222221
1451,The handyman was repaired by the faucet.,15,1.20833333333333,human,0.0347222222222222,0,passive,AI,7.515889085,6.361302478,10.85530657,10.11318106,-0.41917315186185905,-1.01020700033132,0.0736861614569812,-0.36156966755159103,EventsAdapt,7.0,Version2,False,0.0347222222222222
1548,The secretary organized the desk.,16,6.86363636363636,human,0.9772727272727271,1,active,AI,9.464672465,9.421249386,11.47765413,12.38694315,0.578410688043807,0.5561823776354189,2.0518803890795203,0.728168234624639,EventsAdapt,8.0,Version1,False,0.9772727272727271
1549,The desk organized the secretary.,16,1.24,human,0.04,0,active,AI,9.421249386,9.464672465,11.47765413,12.38694315,0.5561823776354189,0.578410688043807,2.0518803890795203,0.728168234624639,EventsAdapt,8.0,Version1,False,0.04
1550,The desk was organized by the secretary.,16,6.79166666666667,human,0.9652777777777779,1,passive,AI,9.464672465,9.421249386,11.79711831,12.38694315,0.578410688043807,0.5561823776354189,2.0518803890795203,1.28755377368524,EventsAdapt,8.0,Version1,False,0.9652777777777779
1551,The secretary was organized by the desk.,16,1.375,human,0.0625,0,passive,AI,9.421249386,9.464672465,11.79711831,12.38694315,0.5561823776354189,0.578410688043807,2.0518803890795203,1.28755377368524,EventsAdapt,8.0,Version1,False,0.0625
1648,The receptionist tidied the table.,17,6.59090909090909,human,0.931818181818182,1,active,AI,6.637258031,11.17589907,10.70387967,9.28924397,-0.868945122264071,1.4543890164122701,-0.643146792408527,-0.626719951645338,EventsAdapt,8.0,Version2,False,0.931818181818182
1649,The table tidied the receptionist.,17,1.30434782608696,human,0.0507246376811594,0,active,AI,11.17589907,6.637258031,10.70387967,9.28924397,1.4543890164122701,-0.868945122264071,-0.643146792408527,-0.626719951645338,EventsAdapt,8.0,Version2,False,0.0507246376811594
1650,The table was tidied by the receptionist.,17,6.65217391304348,human,0.942028985507246,1,passive,AI,6.637258031,11.17589907,11.24442226,9.28924397,-0.868945122264071,1.4543890164122701,-0.643146792408527,0.319776485270888,EventsAdapt,8.0,Version2,False,0.942028985507246
1651,The receptionist was tidied by the table.,17,1.56,human,0.0933333333333333,0,passive,AI,11.17589907,6.637258031,11.24442226,9.28924397,1.4543890164122701,-0.868945122264071,-0.643146792408527,0.319776485270888,EventsAdapt,8.0,Version2,False,0.0933333333333333
1748,The pilot steered the airplane.,18,6.851851851851849,human,0.9753086419753091,1,active,AI,9.604811939,7.504942067999999,10.57936169,9.605755144,0.650148201833195,-0.42477693900744395,-0.367779118658266,-0.8447524001190171,EventsAdapt,9.0,Version1,False,0.9753086419753091
1749,The airplane steered the pilot.,18,1.38095238095238,human,0.0634920634920635,0,active,AI,7.504942067999999,9.604811939,10.57936169,9.605755144,-0.42477693900744395,0.650148201833195,-0.367779118658266,-0.8447524001190171,EventsAdapt,9.0,Version1,False,0.0634920634920635
1750,The airplane was steered by the pilot.,18,6.954545454545451,human,0.9924242424242421,1,passive,AI,9.604811939,7.504942067999999,11.15548085,9.605755144,0.650148201833195,-0.42477693900744395,-0.367779118658266,0.164039029579737,EventsAdapt,9.0,Version1,False,0.9924242424242421
1751,The pilot was steered by the airplane.,18,1.8695652173913,human,0.144927536231884,0,passive,AI,7.504942067999999,9.604811939,11.15548085,9.605755144,-0.42477693900744395,0.650148201833195,-0.367779118658266,0.164039029579737,EventsAdapt,9.0,Version1,False,0.144927536231884
1848,The aviator maneuvered the jet.,19,6.5,human,0.916666666666667,1,active,AI,7.364547013999999,10.74613174,10.71357865,8.933268479,-0.4966452844123,1.23439076123041,-0.952848790066204,-0.609736923514802,EventsAdapt,9.0,Version2,False,0.916666666666667
1849,The jet maneuvered the aviator.,19,1.55555555555556,human,0.0925925925925926,0,active,AI,10.74613174,7.364547013999999,10.71357865,8.933268479,1.23439076123041,-0.4966452844123,-0.952848790066204,-0.609736923514802,EventsAdapt,9.0,Version2,False,0.0925925925925926
1850,The jet was maneuvered by the aviator.,19,6.954545454545451,human,0.9924242424242421,1,passive,AI,7.364547013999999,10.74613174,11.25135011,8.933268479,-0.4966452844123,1.23439076123041,-0.952848790066204,0.33190723215706897,EventsAdapt,9.0,Version2,False,0.9924242424242421
1851,The aviator was maneuvered by the jet.,19,1.4347826086956499,human,0.072463768115942,0,passive,AI,10.74613174,7.364547013999999,11.25135011,8.933268479,1.23439076123041,-0.4966452844123,-0.952848790066204,0.33190723215706897,EventsAdapt,9.0,Version2,False,0.072463768115942
1948,The chef sauteed the squid.,20,6.047619047619049,human,0.841269841269841,1,active,AI,9.310366686,8.043984431,10.56688766,9.155989777,0.499421430892786,-0.148840703163025,-0.7590791832942851,-0.8665945734600409,EventsAdapt,10.0,Version1,False,0.841269841269841
1949,The squid sauteed the chef.,20,1.0,human,0.0,0,active,AI,8.043984431,9.310366686,10.56688766,9.155989777,-0.148840703163025,0.499421430892786,-0.7590791832942851,-0.8665945734600409,EventsAdapt,10.0,Version1,False,0.0
1950,The squid was sauteed by the chef.,20,6.26086956521739,human,0.876811594202899,1,passive,AI,9.310366686,8.043984431,11.14657082,9.155989777,0.499421430892786,-0.148840703163025,-0.7590791832942851,0.14843746218462,EventsAdapt,10.0,Version1,False,0.876811594202899
1951,The chef was sauteed by the squid.,20,1.46153846153846,human,0.0769230769230769,0,passive,AI,8.043984431,9.310366686,11.14657082,9.155989777,-0.148840703163025,0.499421430892786,-0.7590791832942851,0.14843746218462,EventsAdapt,10.0,Version1,False,0.0769230769230769
2048,The cook grilled the octopus.,21,6.77272727272727,human,0.962121212121212,1,active,AI,10.46070046,7.689371108,10.84514637,9.450065683,1.08827825059745,-0.330367559390652,-0.503230401976945,-0.3793602973303761,EventsAdapt,10.0,Version2,False,0.962121212121212
2049,The octopus grilled the cook.,21,1.25,human,0.0416666666666667,0,active,AI,7.689371108,10.46070046,10.84514637,9.450065683,-0.330367559390652,1.08827825059745,-0.503230401976945,-0.3793602973303761,EventsAdapt,10.0,Version2,False,0.0416666666666667
2050,The octopus was grilled by the cook.,21,6.79166666666667,human,0.9652777777777779,1,passive,AI,10.46070046,7.689371108,11.34532705,9.450065683,1.08827825059745,-0.330367559390652,-0.503230401976945,0.496461960143052,EventsAdapt,10.0,Version2,False,0.9652777777777779
2051,The cook was grilled by the octopus.,21,1.04,human,0.0066666666666666706,0,passive,AI,7.689371108,10.46070046,11.34532705,9.450065683,-0.330367559390652,1.08827825059745,-0.503230401976945,0.496461960143052,EventsAdapt,10.0,Version2,False,0.0066666666666666706
2148,The ship captain promised the triumph.,22,4.954545454545451,human,0.659090909090909,1,active,AI,6.921658184,10.59583441,11.57792247,11.13801381,-0.723360446403638,1.15745343247047,0.965300213448027,0.9037392780562141,EventsAdapt,11.0,Version1,False,0.659090909090909
2149,The triumph promised the ship captain.,22,1.38095238095238,human,0.0634920634920635,0,active,AI,10.59583441,6.921658184,11.57792247,11.13801381,1.15745343247047,-0.723360446403638,0.965300213448027,0.9037392780562141,EventsAdapt,11.0,Version1,False,0.0634920634920635
2150,The triumph was promised by the ship captain.,22,5.44444444444444,human,0.7407407407407409,1,passive,AI,6.921658184,10.59583441,11.83238654,11.13801381,-0.723360446403638,1.15745343247047,0.965300213448027,1.34930885949882,EventsAdapt,11.0,Version1,False,0.7407407407407409
2151,The ship captain was promised by the triumph.,22,2.2,human,0.2,0,passive,AI,10.59583441,6.921658184,11.83238654,11.13801381,1.15745343247047,-0.723360446403638,0.965300213448027,1.34930885949882,EventsAdapt,11.0,Version1,False,0.2
2248,The skipper guaranteed the victory.,23,5.83333333333333,human,0.805555555555555,1,active,AI,7.9120568879999995,9.717940800000001,10.98236888,9.278279355,-0.216374522614656,0.7080589602677901,-0.6526861097348621,-0.13908206730284,EventsAdapt,11.0,Version2,False,0.805555555555555
2249,The victory guaranteed the skipper.,23,1.5416666666666698,human,0.0902777777777778,0,active,AI,9.717940800000001,7.9120568879999995,10.98236888,9.278279355,0.7080589602677901,-0.216374522614656,-0.6526861097348621,-0.13908206730284,EventsAdapt,11.0,Version2,False,0.0902777777777778
2250,The victory was guaranteed by the skipper.,23,5.56,human,0.76,1,passive,AI,7.9120568879999995,9.717940800000001,11.44334313,9.278279355,-0.216374522614656,0.7080589602677901,-0.6526861097348621,0.668089269807026,EventsAdapt,11.0,Version2,False,0.76
2251,The skipper was guaranteed by the victory.,23,2.28571428571429,human,0.214285714285714,0,passive,AI,9.717940800000001,7.9120568879999995,11.44334313,9.278279355,0.7080589602677901,-0.216374522614656,-0.6526861097348621,0.668089269807026,EventsAdapt,11.0,Version2,False,0.214285714285714
2348,The milliner adorned the fedora.,24,5.9,human,0.816666666666667,1,active,AI,8.044305407000001,6.86171134,10.3164008,9.979985524,-0.148676395280536,-0.7540472859166808,-0.0421951972916338,-1.30520001338353,EventsAdapt,12.0,Version1,False,0.816666666666667
2349,The fedora adorned the milliner.,24,3.2,human,0.3666666666666671,0,active,AI,6.86171134,8.044305407000001,10.3164008,9.979985524,-0.7540472859166808,-0.148676395280536,-0.0421951972916338,-1.30520001338353,EventsAdapt,12.0,Version1,False,0.3666666666666671
2350,The fedora was adorned by the milliner.,24,5.40909090909091,human,0.734848484848485,1,passive,AI,8.044305407000001,6.86171134,10.96765164,9.979985524,-0.148676395280536,-0.7540472859166808,-0.0421951972916338,-0.16485212775495098,EventsAdapt,12.0,Version1,False,0.734848484848485
2351,The milliner was adorned by the fedora.,24,2.8636363636363598,human,0.31060606060606105,0,passive,AI,6.86171134,8.044305407000001,10.96765164,9.979985524,-0.7540472859166808,-0.148676395280536,-0.0421951972916338,-0.16485212775495098,EventsAdapt,12.0,Version1,False,0.31060606060606105
2448,The hatter decorated the bowler.,25,3.7916666666666696,human,0.465277777777778,1,active,AI,8.263332667,7.368970402,10.38298199,10.821916,-0.0365561579482485,-0.49438094840054997,0.6902921702335649,-1.1886155660772801,EventsAdapt,12.0,Version2,False,0.465277777777778
2449,The bowler decorated the hatter.,25,2.77777777777778,human,0.296296296296296,0,active,AI,7.368970402,8.263332667,10.38298199,10.821916,-0.49438094840054997,-0.0365561579482485,0.6902921702335649,-1.1886155660772801,EventsAdapt,12.0,Version2,False,0.296296296296296
2450,The bowler was decorated by the hatter.,25,3.4166666666666696,human,0.402777777777778,1,passive,AI,8.263332667,7.368970402,11.01520964,10.821916,-0.0365561579482485,-0.49438094840054997,0.6902921702335649,-0.0815775100289688,EventsAdapt,12.0,Version2,False,0.402777777777778
2451,The hatter was decorated by the bowler.,25,3.59090909090909,human,0.43181818181818205,0,passive,AI,7.368970402,8.263332667,11.01520964,10.821916,-0.49438094840054997,-0.0365561579482485,0.6902921702335649,-0.0815775100289688,EventsAdapt,12.0,Version2,False,0.43181818181818205
2548,The serviceman hoisted the flag.,26,6.68,human,0.946666666666667,1,active,AI,5.7745515460000005,11.29960847,10.62773563,8.877939835,-1.31056529249449,1.51771596159815,-1.00098522644376,-0.7600490618499671,EventsAdapt,13.0,Version1,False,0.946666666666667
2549,The flag hoisted the serviceman.,26,1.27272727272727,human,0.0454545454545454,0,active,AI,11.29960847,5.7745515460000005,10.62773563,8.877939835,1.51771596159815,-1.31056529249449,-1.00098522644376,-0.7600490618499671,EventsAdapt,13.0,Version1,False,0.0454545454545454
2550,The flag was hoisted by the serviceman.,26,6.86363636363636,human,0.9772727272727271,1,passive,AI,5.7745515460000005,11.29960847,11.19003366,8.877939835,-1.31056529249449,1.51771596159815,-1.00098522644376,0.224541406553293,EventsAdapt,13.0,Version1,False,0.9772727272727271
2551,The serviceman was hoisted by the flag.,26,1.25,human,0.0416666666666667,0,passive,AI,11.29960847,5.7745515460000005,11.19003366,8.877939835,1.51771596159815,-1.31056529249449,-1.00098522644376,0.224541406553293,EventsAdapt,13.0,Version1,False,0.0416666666666667
2648,The soldier raised the banner.,27,6.82608695652174,human,0.971014492753623,1,active,AI,10.53228286,9.132054454,11.69330558,10.93089023,1.12492134094526,0.40814325040014,0.785100766829354,1.10577646164856,EventsAdapt,13.0,Version2,False,0.971014492753623
2649,The banner raised the soldier.,27,1.3478260869565202,human,0.0579710144927536,0,active,AI,9.132054454,10.53228286,11.69330558,10.93089023,0.40814325040014,1.12492134094526,0.785100766829354,1.10577646164856,EventsAdapt,13.0,Version2,False,0.0579710144927536
