Item,Plausibility,Voice,n,m,stdev,se,upper,lower
12,implausible,passive,14,2.2857142857142856,2.3996336716761077,0.6413290752270274,3.5427192731592596,1.0287092982693118
12,plausible,active,17,6.764705882352941,0.5622957145383871,0.13637674258081917,7.032004297811347,6.497407466894535
12,plausible,passive,11,6.636363636363637,0.8090398349558905,0.2439346884545225,7.114475625734501,6.158251646992772
13,implausible,active,23,2.5217391304347827,1.7286243931201823,0.3604431024562213,3.2282076112489766,1.8152706496205888
13,implausible,passive,16,3.3125,2.5223996511258875,0.6305999127814719,4.548475829051685,2.076524170948315
13,plausible,active,17,6.9411764705882355,0.24253562503633297,0.058823529411764705,7.056470588235294,6.825882352941177
13,plausible,passive,16,6.125,0.8850612031567836,0.2212653007891959,6.558679989546824,5.691320010453176
14,implausible,active,14,1,0,0,1,1
14,implausible,passive,20,1,0,0,1,1
14,plausible,active,13,6.538461538461538,1.126601424298216,0.31246301556292155,7.150889048964864,5.926034027958212
14,plausible,passive,14,6.714285714285714,1.0690449676496976,0.28571428571428575,7.274285714285714,6.154285714285715
15,implausible,active,15,1.4666666666666666,1.5522640914238175,0.4007928650000155,2.252220682066697,0.6811126512666362
15,implausible,passive,16,1,0,0,1,1
15,plausible,active,17,7,0,0,7,7
15,plausible,passive,14,6.857142857142857,0.5345224838248488,0.14285714285714288,7.137142857142857,6.5771428571428565
16,implausible,active,14,1.3571428571428572,1.0818177620697815,0.28912795861368945,1.9238336560256886,0.7904520582600258
16,implausible,passive,13,1,0,0,1,1
16,plausible,active,14,6.928571428571429,0.2672612419124244,0.07142857142857144,7.0685714285714285,6.788571428571429
16,plausible,passive,19,6.842105263157895,0.501459857121279,0.11504278112810527,7.067589114168981,6.6166214121468085
17,implausible,active,17,1.5294117647058822,1.007326105267277,0.24431246655641398,2.0082641991564536,1.050559330255311
17,implausible,passive,14,1.4285714285714286,1.3424596091494903,0.3587874223585606,2.1317947763942073,0.7253480807486499
17,plausible,active,19,6.7894736842105265,0.5353033790313108,0.12280701754385963,7.030175438596491,6.548771929824562
17,plausible,passive,13,6.923076923076923,0.2773500981126146,0.07692307692307693,7.073846153846154,6.772307692307693
18,implausible,active,14,1,0,0,1,1
18,implausible,passive,15,1.4666666666666666,1.5522640914238175,0.4007928650000155,2.252220682066697,0.6811126512666362
18,plausible,active,18,6.833333333333333,0.5144957554275266,0.12126781251816651,7.071018245868939,6.595648420797727
18,plausible,passive,17,7,0,0,7,7
19,implausible,active,16,1.625,1.6278820596099706,0.40697051490249264,2.4226622092088856,0.8273377907911145
19,implausible,passive,17,1.9411764705882353,1.5996323106926056,0.38796782230214466,2.7015934023004387,1.180759538876032
19,plausible,active,23,6.478260869565218,1.5036188231122245,0.3135261978664339,7.092772217383428,5.863749521747008
19,plausible,passive,16,7,0,0,7,7
20,implausible,active,17,1,0,0,1,1
20,implausible,passive,17,1.588235294117647,1.697749375254331,0.411764705882353,2.395294117647059,0.7811764705882351
20,plausible,active,14,6.5,0.8548504142651103,0.22846838336584385,6.9477980313970535,6.0522019686029465
20,plausible,passive,15,6.533333333333333,1.1254628677422756,0.2905932629027116,7.102896128622648,5.9637705380440185
21,implausible,active,14,1,0,0,1,1
21,implausible,passive,17,1.1176470588235294,0.3321055820775357,0.08054743492723031,1.2755200312809007,0.959774086366158
21,plausible,active,15,6.733333333333333,0.7988086367179802,0.20625150312102583,7.137586279450544,6.3290803872161225
21,plausible,passive,16,6.9375,0.25,0.0625,7.06,6.815
22,implausible,active,17,1.3529411764705883,1.2217393579743305,0.2963153188177924,1.9337192013534614,0.7721631515877152
22,implausible,passive,13,2.3076923076923075,1.9741924671712983,0.5475424744631442,3.3808755576400698,1.234509057744545
22,plausible,active,16,4.875,2.0615528128088303,0.5153882032022076,5.885160878276327,3.8648391217236733
22,plausible,passive,17,5.647058823529412,1.8351149988007645,0.44508076324769286,6.51941711949489,4.774700527563934
23,implausible,active,16,1.4375,1.2632629707758134,0.31581574269395335,2.0564988556801485,0.8185011443198514
23,implausible,passive,14,2.2857142857142856,2.0913216810491813,0.5589292297155832,3.381215575956829,1.1902129954717424
23,plausible,active,14,5.785714285714286,1.4769288003552106,0.3947258253991607,6.5593769034966405,5.012051667931931
23,plausible,passive,17,5.411764705882353,1.769845456862398,0.429250574097836,6.253095831114112,4.570433580650595
24,implausible,active,11,3.8181818181818183,2.400757456228422,0.7238556086325231,5.236938811101563,2.399424825262073
24,implausible,passive,18,3.388888888888889,2.404380533866049,0.5667179266832049,4.499656025187971,2.2781217525898074
24,plausible,active,14,6.071428571428571,1.071611705960535,0.28640027538290436,6.6327731111790635,5.510084031678079
24,plausible,passive,14,5.5,1.9513309067639726,0.5215151215238365,6.522169638186719,4.477830361813281
25,implausible,active,16,2.5,1.8257418583505538,0.45643546458763845,3.394613510591771,1.6053864894082288
25,implausible,passive,18,3.611111111111111,1.7536143814113783,0.41333087356074616,4.421239623290173,2.8009825989320487
25,plausible,active,16,4.4375,2.42126000256065,0.6053150006401625,5.623917401254719,3.251082598745281
25,plausible,passive,19,3.5789473684210527,2.3169853371636986,0.5315528914927409,4.620791035746825,2.5371037010952806
26,implausible,active,14,1,0,0,1,1
26,implausible,passive,14,1.2857142857142858,0.7262730392025629,0.19410463442478784,1.66615936918687,0.9052692022417017
26,plausible,active,11,6.2727272727272725,1.7939291563999449,0.5408899920234006,7.332871657093138,5.212582888361407
26,plausible,passive,17,6.823529411764706,0.5285941398709244,0.12820291010413748,7.074807115568815,6.572251707960596
27,implausible,active,13,1,0,0,1,1
27,implausible,passive,19,1.7894736842105263,1.7819760370137496,0.40881334027126465,2.590747831142205,0.9881995372788477
27,plausible,active,17,6.823529411764706,0.5285941398709244,0.12820291010413748,7.074807115568815,6.572251707960596
27,plausible,passive,14,6.857142857142857,0.36313651960128146,0.09705231721239392,7.0473653988791485,6.666920315406565
28,implausible,active,17,1.5294117647058822,1.5048939771136507,0.36499040135267224,2.2447929513571196,0.8140305780546446
28,implausible,passive,16,2.0625,1.6520189667999174,0.41300474169997936,2.8719892937319598,1.2530107062680405
28,plausible,active,17,6.705882352941177,0.985184366143778,0.23894230601870473,7.174209272737838,6.237555433144515
28,plausible,passive,13,6.384615384615385,1.6602440351979153,0.46046884605302496,7.287134322879314,5.482096446351456
29,implausible,active,16,1.6875,1.352466881911223,0.3381167204778058,2.350208772136499,1.0247912278635007
29,implausible,passive,18,2.888888888888889,2.111283102729068,0.4976341996480995,3.864251920199164,1.9135258575786138
29,plausible,active,16,6.875,0.3415650255319866,0.08539125638299665,7.042366862510673,6.707633137489327
29,plausible,passive,19,6.578947368421052,0.901590537370498,0.2068390547816069,6.984351915793002,6.173542821049103
30,implausible,active,16,2.8125,2.344319375284292,0.586079843821073,3.961216493889303,1.663783506110697
30,implausible,passive,17,1.7058823529411764,1.1599949289950011,0.2813400951427793,2.2573089394210237,1.154455766461329
30,plausible,active,13,6.3076923076923075,1.6525039276108335,0.4583221264543456,7.206003675542825,5.40938093984179
30,plausible,passive,17,6.352941176470588,1.5387160422974504,0.3731934570720447,7.084400352331795,5.62148200060938
31,implausible,active,17,1.0588235294117647,0.24253562503633297,0.058823529411764705,1.1741176470588235,0.943529411764706
31,implausible,passive,14,1,0,0,1,1
31,plausible,active,16,6.875,0.5,0.125,7.12,6.63
31,plausible,passive,15,6.933333333333334,0.2581988897471611,0.06666666666666665,7.064,6.802666666666667
32,implausible,active,11,1.1818181818181819,0.6030226891555273,0.18181818181818182,1.5381818181818183,0.8254545454545454
32,implausible,passive,17,1.1764705882352942,0.5285941398709244,0.12820291010413748,1.4277482920394036,0.9251928844311847
32,plausible,active,14,7,0,0,7,7
32,plausible,passive,14,6.928571428571429,0.2672612419124244,0.07142857142857144,7.0685714285714285,6.788571428571429
33,implausible,active,17,1.3529411764705883,1.2217393579743305,0.2963153188177924,1.9337192013534614,0.7721631515877152
33,implausible,passive,15,1.8,2.1111946516469904,0.5451081150953975,2.868411905586979,0.7315880944130211
33,plausible,active,16,7,0,0,7,7
33,plausible,passive,23,6.956521739130435,0.20851441405707477,0.04347826086956522,7.041739130434783,6.8713043478260865
34,implausible,active,17,1.7058823529411764,1.4901638283404002,0.3614178155130737,2.414261271346801,0.9975034345355519
34,implausible,passive,17,2.4705882352941178,2.153997651426979,0.5224211667156357,3.4945337220567634,1.446642748531472
34,plausible,active,15,6.466666666666667,1.5522640914238175,0.4007928650000155,7.252220682066697,5.681112651266637
34,plausible,passive,14,6.285714285714286,1.8156825980064073,0.4852615860619696,7.236826994395746,5.334601577032825
35,implausible,active,16,3.25,2.2949219304078006,0.5737304826019501,4.374511745899822,2.125488254100178
35,implausible,passive,19,4.473684210526316,2.4122009556196593,0.5533968524767545,5.5583420413807545,3.3890263796718774
35,plausible,active,18,6.666666666666667,0.48507125007266594,0.1143323900950059,6.890758151252879,6.442575182080455
35,plausible,passive,16,6.625,0.7187952884282609,0.17969882210706523,6.977209691329848,6.272790308670152
36,implausible,active,16,1.1875,0.75,0.1875,1.555,0.8200000000000001
36,implausible,passive,17,2.4705882352941178,2.0346267181851667,0.4934694628106623,3.4377883824030158,1.5033880881852197
36,plausible,active,13,7,0,0,7,7
36,plausible,passive,17,5.117647058823529,2.5710492250532777,0.6235710307974762,6.339846279186583,3.8954478384604756
37,implausible,active,23,3.9130434782608696,2.3338038298463593,0.48663173810457067,4.866841684945828,2.959245271575911
37,implausible,passive,16,6.5625,0.8139410298049853,0.20348525745124632,6.961331104604443,6.163668895395557
37,plausible,active,17,6.764705882352941,0.5622957145383871,0.13637674258081917,7.032004297811347,6.497407466894535
37,plausible,passive,16,4.375,2.217355782608345,0.5543389456520863,5.461504333478089,3.2884956665219107
38,implausible,active,17,1.0588235294117647,0.24253562503633297,0.058823529411764705,1.1741176470588235,0.943529411764706
38,implausible,passive,11,2,2.04939015319192,0.6179143806533247,3.2111121860805163,0.7888878139194835
38,plausible,active,14,6.428571428571429,0.8516306272526402,0.2276078590901976,6.874682832388216,5.982460024754642
38,plausible,passive,14,5.571428571428571,1.7851647506079618,0.4771053482657672,6.506555054029475,4.636302088827668
39,implausible,active,17,2.411764705882353,2.152290161938318,0.5220070396852603,3.4348985036654627,1.3886309080992427
39,implausible,passive,14,1.0714285714285714,0.2672612419124244,0.07142857142857144,1.2114285714285713,0.9314285714285714
39,plausible,active,19,6.368421052631579,1.2115429242540032,0.2779470090834186,6.9131971904350795,5.823644914828078
39,plausible,passive,13,5.230769230769231,2.3506682083273738,0.651958058209801,6.50860702486044,3.952931436678021
40,implausible,active,17,1.1764705882352942,0.3929526239966879,0.09530501027070383,1.3632684083658737,0.9896727681047146
40,implausible,passive,13,1.1538461538461537,0.3755338080994054,0.10415433852097386,1.3579886573472626,0.949703650345045
40,plausible,active,16,6.9375,0.25,0.0625,7.06,6.815
40,plausible,passive,17,6.9411764705882355,0.24253562503633297,0.058823529411764705,7.056470588235294,6.825882352941177
41,implausible,active,16,1.4375,1.5041608956491324,0.3760402239122831,2.1745388388680746,0.7004611611319251
41,implausible,passive,18,1.5555555555555556,1.1490262999202832,0.27082809614510667,2.0863786239999644,1.0247324871111465
41,plausible,active,16,6.875,0.3415650255319866,0.08539125638299665,7.042366862510673,6.707633137489327
41,plausible,passive,19,6.947368421052632,0.22941573387056177,0.05263157894736842,7.050526315789474,6.8442105263157895
42,implausible,active,14,1.1428571428571428,0.36313651960128146,0.09705231721239392,1.333079684593435,0.9526346011208507
42,implausible,passive,14,1.2857142857142858,0.825420305855557,0.22060285604268937,1.718095883557957,0.8533326878706147
42,plausible,active,17,4.294117647058823,1.5718104959867516,0.3812200410828153,5.041308927581142,3.546926366536505
42,plausible,passive,11,3.5454545454545454,2.3817487845545915,0.7181242784775091,4.952978131270463,2.1379309596386276
43,implausible,active,16,1.8125,1.6418993066973788,0.4104748266743447,2.6170306602817157,1.0079693397182843
43,implausible,passive,17,2.176470588235294,2.0986690460160418,0.5090020088199053,3.174114525522308,1.1788266509482797
43,plausible,active,23,6.913043478260869,0.2881040655200304,0.060073850409370216,7.030788225063235,6.795298731458503
43,plausible,passive,16,6.875,0.3415650255319866,0.08539125638299665,7.042366862510673,6.707633137489327
44,implausible,active,17,1.8823529411764706,1.6912404079985373,0.41018604944062803,2.6863175980801017,1.0783882842728396
44,implausible,passive,16,1,0,0,1,1
44,plausible,active,17,6.764705882352941,0.4372373160976031,0.10604562574894086,6.972555308820866,6.556856455885017
44,plausible,passive,13,6.769230769230769,0.5991446895152781,0.16617283842071437,7.094929532535369,6.443532005926169
45,implausible,active,13,1,0,0,1,1
45,implausible,passive,19,1.3157894736842106,1.002919714242558,0.23008556225621055,1.7667571757063834,0.8648217716620379
45,plausible,active,17,6.588235294117647,1.0036697371030325,0.24342566701833598,7.065349601473585,6.1111209867617085
45,plausible,passive,14,6.857142857142857,0.5345224838248488,0.14285714285714288,7.137142857142857,6.5771428571428565
46,implausible,active,13,1,0,0,1,1
46,implausible,passive,17,1,0,0,1,1
46,plausible,active,17,5.9411764705882355,1.8864844365675972,0.4575396819442366,6.837954247198939,5.044398693977532
46,plausible,passive,16,5.75,1.61245154965971,0.4031128874149275,6.540101259333258,4.959898740666742
47,implausible,active,14,1.1428571428571428,0.5345224838248488,0.14285714285714288,1.4228571428571428,0.8628571428571428
47,implausible,passive,17,1.0588235294117647,0.24253562503633297,0.058823529411764705,1.1741176470588235,0.943529411764706
47,plausible,active,15,4.6,2.501428163498376,0.6458659745975609,5.865897310211219,3.3341026897887804
47,plausible,passive,16,4.9375,1.6520189667999174,0.41300474169997936,5.74698929373196,4.12801070626804
48,implausible,active,14,1,0,0,1,1
48,implausible,passive,20,1.1,0.44721359549995793,0.09999999999999999,1.296,0.9040000000000001
48,plausible,active,13,6.846153846153846,0.5547001962252291,0.15384615384615385,7.147692307692307,6.544615384615384
48,plausible,passive,14,6.857142857142857,0.36313651960128146,0.09705231721239392,7.0473653988791485,6.666920315406565
49,implausible,active,16,1.4375,1.5041608956491324,0.3760402239122831,2.1745388388680746,0.7004611611319251
49,implausible,passive,15,1.8,1.780850519113991,0.459813626840888,2.7012347086081405,0.8987652913918596
49,plausible,active,14,4.642857142857143,2.6196635972272015,0.700134546387711,6.015120853777057,3.27059343193723
49,plausible,passive,17,5.764705882352941,1.9535036397683614,0.473794226281971,6.6933425658656045,4.836069198840278
50,implausible,active,11,2.1818181818181817,2.400757456228422,0.7238556086325231,3.600575174737927,0.7630611888984364
50,implausible,passive,17,2.0588235294117645,1.675954512930397,0.4064786753260368,2.8555217330507965,1.2621253257727325
50,plausible,active,14,6,1.8397324220155997,0.4916891718944416,6.963710776913105,5.036289223086895
50,plausible,passive,14,6.071428571428571,1.439245834257849,0.38465462908103604,6.825351644427402,5.317505498429741
51,implausible,active,14,1.4285714285714286,1.0894095588038444,0.29115695163718175,1.9992390537803049,0.8579038033625523
51,implausible,passive,17,1.4705882352941178,0.9432422182837986,0.2287698409721183,1.9189771235994697,1.0221993469887658
51,plausible,active,13,6.153846153846154,1.6756169931378433,0.46473253744594506,7.064721927240207,5.2429703804521015
51,plausible,passive,19,5.684210526315789,1.9163806041293157,0.4396478626716374,6.545920337152198,4.82250071547938
52,implausible,active,14,1.4285714285714286,1.6035674514745464,0.4285714285714286,2.2685714285714287,0.5885714285714285
52,implausible,passive,15,1,0,0,1,1
52,plausible,active,18,6.777777777777778,0.9428090415820634,0.22222222222222224,7.213333333333333,6.342222222222222
52,plausible,passive,17,7,0,0,7,7
53,implausible,active,17,1.6470588235294117,1.3666188418222285,0.3314537549877836,2.2967081833054674,0.9974094637533558
53,implausible,passive,14,4.857142857142857,2.348719548282322,0.6277217033779219,6.0874773957635835,3.62680831852213
53,plausible,active,16,6.9375,0.25,0.0625,7.06,6.815
53,plausible,passive,15,6.8,0.4140393356054125,0.10690449676496974,7.009532813659341,6.590467186340659
54,implausible,active,14,3.857142857142857,2.3812454032143915,0.6364146037613301,5.104515480515064,2.60977023377065
54,implausible,passive,13,5.461538461538462,1.6132464481796025,0.44743406068243974,6.338509220476044,4.5845677026008795
54,plausible,active,11,5.7272727272727275,1.7372915179041823,0.5238131014868339,6.753946406186921,4.700599048358534
54,plausible,passive,17,6.176470588235294,1.0744355563298724,0.26058889921572576,6.687224830698117,5.665716345772472
55,implausible,active,18,1.5,1.3394467690277294,0.31571063113930625,2.1187928370330402,0.8812071629669598
55,implausible,passive,16,1.5625,1.547847968417226,0.3869619921043065,2.320945504524441,0.8040544954755593
55,plausible,active,19,6.7368421052631575,0.5619514869490163,0.12892051277806196,6.989526310308159,6.484157900218156
55,plausible,passive,16,6.875,0.3415650255319866,0.08539125638299665,7.042366862510673,6.707633137489327
56,implausible,active,14,1.2857142857142858,1.0690449676496976,0.28571428571428575,1.8457142857142859,0.7257142857142858
56,implausible,passive,13,1.3846153846153846,1.3867504905630728,0.38461538461538464,2.1384615384615384,0.6307692307692307
56,plausible,active,14,6.071428571428571,1.7304639535412156,0.46248594530810916,6.977901024232465,5.164956118624677
56,plausible,passive,19,5.7894736842105265,1.7819760370137496,0.40881334027126465,6.590747831142205,4.988199537278848
57,implausible,active,15,1,0,0,1,1
57,implausible,passive,16,1,0,0,1,1
57,plausible,active,17,6.882352941176471,0.48507125007266594,0.11764705882352941,7.1129411764705885,6.6517647058823535
57,plausible,passive,14,6.642857142857143,1.3363062095621219,0.35714285714285715,7.342857142857143,5.942857142857143
58,implausible,active,17,1,0,0,1,1
58,implausible,passive,11,1.3636363636363635,0.9244162777371754,0.2787219948501071,1.9099314735425734,0.8173412537301535
58,plausible,active,14,6.571428571428571,1.3424596091494903,0.3587874223585606,7.27465191925135,5.868205223605792
58,plausible,passive,14,6.714285714285714,0.6112498455021266,0.1633633928276759,7.03447796422796,6.394093464343469
59,implausible,active,14,1,0,0,1,1
59,implausible,passive,17,1.1176470588235294,0.3321055820775357,0.08054743492723031,1.2755200312809007,0.959774086366158
59,plausible,active,15,6.866666666666666,0.3518657752744984,0.09085135251589958,7.044735317597829,6.688598015735503
59,plausible,passive,16,6.8125,0.75,0.1875,7.18,6.445
60,implausible,active,20,1,0,0,1,1
60,implausible,passive,14,1,0,0,1,1
60,plausible,active,14,7,0,0,7,7
60,plausible,passive,13,6.923076923076923,0.2773500981126146,0.07692307692307693,7.073846153846154,6.772307692307693
61,implausible,active,19,1.4210526315789473,1.3870748387117167,0.31821679205643955,2.0447575440095687,0.7973477191483258
61,implausible,passive,13,1,0,0,1,1
61,plausible,active,14,6.642857142857143,0.8418973861410954,0.22500654098289308,7.083869963183614,6.201844322530673
61,plausible,passive,17,6.705882352941177,0.6859943405700354,0.1663780661615406,7.0319833626177966,6.379781343264557
62,implausible,active,15,1,0,0,1,1
62,implausible,passive,14,1,0,0,1,1
62,plausible,active,17,7,0,0,7,7
62,plausible,passive,18,6.944444444444445,0.23570226039551584,0.05555555555555556,7.053333333333334,6.835555555555556
63,implausible,active,16,1,0,0,1,1
63,implausible,passive,15,1,0,0,1,1
63,plausible,active,14,6.928571428571429,0.2672612419124244,0.07142857142857144,7.0685714285714285,6.788571428571429
63,plausible,passive,17,7,0,0,7,7
64,implausible,active,13,1.0769230769230769,0.2773500981126146,0.07692307692307693,1.2276923076923076,0.9261538461538461
64,implausible,passive,14,1.2142857142857142,0.5789342235218394,0.1547266795640519,1.517550006231256,0.9110214223401725
64,plausible,active,20,6.75,0.7163503994113789,0.16018081887929686,7.063954405003422,6.436045594996578
64,plausible,passive,14,6.642857142857143,0.8418973861410954,0.22500654098289308,7.083869963183614,6.201844322530673
65,implausible,active,17,1.8235294117647058,1.1850788010532811,0.28742382773076564,2.3868801141170066,1.260178709412405
65,implausible,passive,14,1.2857142857142858,0.6112498455021266,0.1633633928276759,1.6059065356565305,0.9655220357720411
65,plausible,active,19,6.368421052631579,0.9551338658818386,0.21912273678590868,6.79790161673196,5.938940488531197
65,plausible,passive,13,6.076923076923077,1.7541160386140584,0.4865042554105199,7.0304714175276954,5.123374736318458
66,implausible,active,13,2.6153846153846154,2.3287500774185546,0.6458790624517949,3.8813075777901336,1.3494616529790973
66,implausible,passive,20,3.8,2.4192212753171978,0.5409543224222988,4.860270471947706,2.739729528052294
66,plausible,active,13,6.230769230769231,1.0127393670836666,0.2808833628231621,6.781300621902629,5.680237839635833
66,plausible,passive,14,5.642857142857143,1.6919330254585618,0.4521881216167008,6.529145861225877,4.756568424488409
67,implausible,active,13,2.3076923076923075,2.1750331562459526,0.6032456592830047,3.4900537998869967,1.1253308154976183
67,implausible,passive,19,1.3157894736842106,0.7492686492653552,0.171894017037416,1.652701747077546,0.9788772002908752
67,plausible,active,17,5.588235294117647,1.5024489812224808,0.3643974027459961,6.302454203499799,4.874016384735494
67,plausible,passive,14,5,1.8397324220155997,0.4916891718944416,5.963710776913105,4.036289223086895
68,implausible,active,18,1.2222222222222223,0.6467616667635546,0.1524431867933412,1.521010868337171,0.9234335761072736
68,implausible,passive,17,1,0,0,1,1
68,plausible,active,15,6.4,1.1832159566199232,0.30550504633038933,6.998789890807563,5.8012101091924375
68,plausible,passive,14,5,1.8397324220155997,0.4916891718944416,5.963710776913105,4.036289223086895
69,implausible,active,16,3.125,2.362907813126304,0.590726953281576,4.282824828431889,1.9671751715681112
69,implausible,passive,23,2.3043478260869565,1.844766124834248,0.3846603275921537,3.0582820681675775,1.5504135840063353
69,plausible,active,16,6.4375,0.8920949127381756,0.2230237281845439,6.874626507241706,6.000373492758294
69,plausible,passive,17,6.764705882352941,0.4372373160976031,0.10604562574894086,6.972555308820866,6.556856455885017
70,implausible,active,14,1.1428571428571428,0.5345224838248488,0.14285714285714288,1.4228571428571428,0.8628571428571428
70,implausible,passive,15,1.2,0.7745966692414834,0.2,1.592,0.8079999999999999
70,plausible,active,18,5.666666666666667,1.7149858514250884,0.40422604172722165,6.458949708452021,4.874383624881313
70,plausible,passive,17,6.235294117647059,1.7149858514250884,0.4159451654038515,7.050546641838608,5.42004159345551
71,implausible,active,17,1.4705882352941178,1.5048939771136507,0.36499040135267224,2.185969421945355,0.7552070486428801
71,implausible,passive,15,1.3333333333333333,0.8997354108424374,0.2323106841457232,1.7886622742589506,0.8780043924077158
71,plausible,active,16,6.875,0.5,0.125,7.12,6.63
71,plausible,passive,23,6.913043478260869,0.2881040655200304,0.060073850409370216,7.030788225063235,6.795298731458503
72,implausible,active,14,1,0,0,1,1
72,implausible,passive,13,1.0769230769230769,0.2773500981126146,0.07692307692307693,1.2276923076923076,0.9261538461538461
72,plausible,active,13,6.461538461538462,0.6602252917735247,0.18311354944981667,6.8204410184601025,6.102635904616821
72,plausible,passive,20,6.25,1.3717065820970682,0.306722916275294,6.851176915899576,5.648823084100424
73,implausible,active,15,1,0,0,1,1
73,implausible,passive,16,1.9375,2.048373338367138,0.5120933345917845,2.9412029357998977,0.9337970642001023
73,plausible,active,17,6.294117647058823,1.046703508780838,0.2538628897298834,6.791688910929395,5.796546383188252
73,plausible,passive,14,5.928571428571429,1.7304639535412156,0.46248594530810916,6.835043881375323,5.022098975767535
74,implausible,active,14,1.5714285714285714,1.650840611711114,0.44120571208537873,2.436191767115914,0.7066653757412291
74,implausible,passive,14,1.2857142857142858,1.0690449676496976,0.28571428571428575,1.8457142857142859,0.7257142857142858
74,plausible,active,18,7,0,0,7,7
