"","Sentence","Score","Metric","NormScore","ItemNum_OLD","Plausibility","agent_freq","patient_freq","sentence_freq","verb_freq","agent_freq_norm","patient_freq_norm","verb_freq_norm","sentence_freq_norm","TrialType","Voice","Experiment","LowerBetter","FinalNormScore","ItemNum"
"11","The artist is painting the businessman.",0.453788571330239,"thematicFit_addition",0.580121174717251,"908","Plausible",10.44152943,7.118016204,11.77735587,10.79865679,0.444654304748587,-1.23563902487692,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.580121174717251,908
"12","The artist is painting the businessman.",0.936079003628372,"v2_sdm",0.601315512012402,"908","Plausible",10.44152943,7.118016204,11.77735587,10.79865679,0.444654304748587,-1.23563902487692,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.601315512012402,908
"13","The artist is painting the businessman.",1.07413710764535,"bert-large-cased",0.393505498928012,"908","Plausible",10.44152943,7.118016204,11.77735587,10.79865679,0.444654304748587,-1.23563902487692,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.393505498928012,908
"14","The artist is painting the businessman.",5.93877551020408,"human",0.821561338289963,"908","Plausible",10.44152943,7.118016204,11.77735587,10.79865679,0.444654304748587,-1.23563902487692,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.821561338289963,908
"15","The artist is painting the businessman.",9.59702220176449,"syntax-based_PPMI",0.263313785158188,"908","Plausible",10.44152943,7.118016204,11.77735587,10.79865679,0.444654304748587,-1.23563902487692,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.263313785158188,908
"16","The artist is painting the businessman.",51.323107,"surprisal_scores_tinylstm",0.179177194129194,"908","Plausible",10.44152943,7.118016204,11.77735587,10.79865679,0.444654304748587,-1.23563902487692,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",TRUE,0.820822805870806,908
"17","The baby is feeding the mother.",-49.6016006341107,"gpt2-xl_full",0.695958817290651,"907","Implausible",10.26042746,11.09895428,12.26326152,10.53025452,0.354565937634456,0.785016880785085,0.0593555824424068,0.70028599573114,"AAN","active","EventsRev",FALSE,0.695958817290651,907
"18","The baby is feeding the mother.",0.497797602350039,"roberta-large",0.688452079814068,"907","Implausible",10.26042746,11.09895428,12.26326152,10.53025452,0.354565937634456,0.785016880785085,0.0593555824424068,0.70028599573114,"AAN","active","EventsRev",FALSE,0.688452079814068,907
"19","The baby is feeding the mother.",0.665249988602398,"thematicFit_addition",0.850452455727027,"907","Implausible",10.26042746,11.09895428,12.26326152,10.53025452,0.354565937634456,0.785016880785085,0.0593555824424068,0.70028599573114,"AAN","active","EventsRev",FALSE,0.850452455727027,907
"20","The baby is feeding the mother.",1.17695971048952,"bert-large-cased",0.4720015022973,"907","Implausible",10.26042746,11.09895428,12.26326152,10.53025452,0.354565937634456,0.785016880785085,0.0593555824424068,0.70028599573114,"AAN","active","EventsRev",FALSE,0.4720015022973,907
"21","The baby is feeding the mother.",1.3582132625716,"v2_sdm",0.872484801218251,"907","Implausible",10.26042746,11.09895428,12.26326152,10.53025452,0.354565937634456,0.785016880785085,0.0593555824424068,0.70028599573114,"AAN","active","EventsRev",FALSE,0.872484801218251,907
"22","The baby is feeding the mother.",1.73469387755102,"human",0.0557620817843866,"907","Implausible",10.26042746,11.09895428,12.26326152,10.53025452,0.354565937634456,0.785016880785085,0.0593555824424068,0.70028599573114,"AAN","active","EventsRev",FALSE,0.0557620817843866,907
"23","The baby is feeding the mother.",6.90559503133678,"syntax-based_PPMI",0.184031204130883,"907","Implausible",10.26042746,11.09895428,12.26326152,10.53025452,0.354565937634456,0.785016880785085,0.0593555824424068,0.70028599573114,"AAN","active","EventsRev",FALSE,0.184031204130883,907
"24","The baby is feeding the mother.",47.049268,"surprisal_scores_tinylstm",0.0716335404301866,"907","Implausible",10.26042746,11.09895428,12.26326152,10.53025452,0.354565937634456,0.785016880785085,0.0593555824424068,0.70028599573114,"AAN","active","EventsRev",TRUE,0.928366459569813,907
"25","The babysitter is scolding the child.",-49.917030314551,"gpt2-xl_full",0.685155989520462,"902","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.685155989520462,902
"26","The babysitter is scolding the child.",0.31924910481113,"roberta-large",0.639584030719964,"902","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.639584030719964,902
"27","The babysitter is scolding the child.",0.777187814925069,"thematicFit_addition",0.993553246280755,"902","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.993553246280755,902
"28","The babysitter is scolding the child.",0.911572497333016,"bert-large-cased",0.269401733356713,"902","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.269401733356713,902
"29","The babysitter is scolding the child.",1.35133844493605,"v2_sdm",0.868068577298593,"902","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.868068577298593,902
"30","The babysitter is scolding the child.",6.55102040816327,"human",0.933085501858736,"902","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.933085501858736,902
"31","The babysitter is scolding the child.",21.3528836586553,"syntax-based_PPMI",0.609611485033752,"902","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.609611485033752,902
"32","The babysitter is scolding the child.",68.173547,"surprisal_scores_tinylstm",0.603188927850538,"902","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",TRUE,0.396811072149462,902
"33","The ballerina is dancing for the grandpa.",-58.4261627358882,"gpt2-xl_full",0.393735436156128,"921","Plausible",6.839476438,9.08375622,11.86958133,10.66275014,-1.34717088803012,-0.237863099581032,0.194676062801819,0.0287773377543712,"AAN","active","EventsRev",FALSE,0.393735436156128,921
"34","The ballerina is dancing for the grandpa.",-0.21915729451489,"roberta-large",0.492224233703972,"921","Plausible",6.839476438,9.08375622,11.86958133,10.66275014,-1.34717088803012,-0.237863099581032,0.194676062801819,0.0287773377543712,"AAN","active","EventsRev",FALSE,0.492224233703972,921
"35","The ballerina is dancing for the grandpa.",0,"thematicFit_addition",0,"921","Plausible",6.839476438,9.08375622,11.86958133,10.66275014,-1.34717088803012,-0.237863099581032,0.194676062801819,0.0287773377543712,"AAN","active","EventsRev",FALSE,0,921
"36","The ballerina is dancing for the grandpa.",0.707901543458136,"bert-large-cased",0.113916894037701,"921","Plausible",6.839476438,9.08375622,11.86958133,10.66275014,-1.34717088803012,-0.237863099581032,0.194676062801819,0.0287773377543712,"AAN","active","EventsRev",FALSE,0.113916894037701,921
"37","The ballerina is dancing for the grandpa.",0.860387312245655,"v2_sdm",0.552692919279884,"921","Plausible",6.839476438,9.08375622,11.86958133,10.66275014,-1.34717088803012,-0.237863099581032,0.194676062801819,0.0287773377543712,"AAN","active","EventsRev",FALSE,0.552692919279884,921
"38","The ballerina is dancing for the grandpa.",6.57142857142857,"human",0.936802973977695,"921","Plausible",6.839476438,9.08375622,11.86958133,10.66275014,-1.34717088803012,-0.237863099581032,0.194676062801819,0.0287773377543712,"AAN","active","EventsRev",FALSE,0.936802973977695,921
"39","The ballerina is dancing for the grandpa.",31.7041192460969,"syntax-based_PPMI",0.914532488734414,"921","Plausible",6.839476438,9.08375622,11.86958133,10.66275014,-1.34717088803012,-0.237863099581032,0.194676062801819,0.0287773377543712,"AAN","active","EventsRev",FALSE,0.914532488734414,921
"40","The ballerina is dancing for the grandpa.",66.165116,"surprisal_scores_tinylstm",0.552650288481495,"921","Plausible",6.839476438,9.08375622,11.86958133,10.66275014,-1.34717088803012,-0.237863099581032,0.194676062801819,0.0287773377543712,"AAN","active","EventsRev",TRUE,0.447349711518505,921
"41","The beggar is giving money to the lawyer.",-56.006610859422,"gpt2-xl_full",0.47660018802735,"919","Implausible",9.588297241,9.773606632,12.21627104,11.15914632,0.0202177584414077,0.112293140586308,0.701655610700664,0.62013333637969,"AAN","active","EventsRev",FALSE,0.47660018802735,919
"42","The beggar is giving money to the lawyer.",0,"thematicFit_addition",0,"919","Implausible",9.588297241,9.773606632,12.21627104,11.15914632,0.0202177584414077,0.112293140586308,0.701655610700664,0.62013333637969,"AAN","active","EventsRev",FALSE,0,919
"43","The beggar is giving money to the lawyer.",1.09240130693763,"v2_sdm",0.701733345858703,"919","Implausible",9.588297241,9.773606632,12.21627104,11.15914632,0.0202177584414077,0.112293140586308,0.701655610700664,0.62013333637969,"AAN","active","EventsRev",FALSE,0.701733345858703,919
"44","The beggar is giving money to the lawyer.",1.16743642526784,"roberta-large",0.871729695278373,"919","Implausible",9.588297241,9.773606632,12.21627104,11.15914632,0.0202177584414077,0.112293140586308,0.701655610700664,0.62013333637969,"AAN","active","EventsRev",FALSE,0.871729695278373,919
"45","The beggar is giving money to the lawyer.",1.44921842711168,"bert-large-cased",0.679847059073169,"919","Implausible",9.588297241,9.773606632,12.21627104,11.15914632,0.0202177584414077,0.112293140586308,0.701655610700664,0.62013333637969,"AAN","active","EventsRev",FALSE,0.679847059073169,919
"46","The beggar is giving money to the lawyer.",2.22448979591837,"human",0.144981412639405,"919","Implausible",9.588297241,9.773606632,12.21627104,11.15914632,0.0202177584414077,0.112293140586308,0.701655610700664,0.62013333637969,"AAN","active","EventsRev",FALSE,0.144981412639405,919
"47","The beggar is giving money to the lawyer.",10.534358848502,"syntax-based_PPMI",0.290925332467128,"919","Implausible",9.588297241,9.773606632,12.21627104,11.15914632,0.0202177584414077,0.112293140586308,0.701655610700664,0.62013333637969,"AAN","active","EventsRev",FALSE,0.290925332467128,919
"48","The beggar is giving money to the lawyer.",63.160616,"surprisal_scores_tinylstm",0.477047321795416,"919","Implausible",9.588297241,9.773606632,12.21627104,11.15914632,0.0202177584414077,0.112293140586308,0.701655610700664,0.62013333637969,"AAN","active","EventsRev",TRUE,0.522952678204584,919
"49","The blind person is leading the dog.",-54.4911690151821,"gpt2-xl_full",0.528501002231681,"934","Implausible",7.109879463,11.77820854,12.39448215,11.70265286,-1.21266010946171,1.12979469589096,1.25674993058295,0.924111810157225,"AAN","active","EventsRev",FALSE,0.528501002231681,932
"50","The blind person is leading the dog.",0.33283384839936,"thematicFit_addition",0.425493225960038,"934","Implausible",7.109879463,11.77820854,12.39448215,11.70265286,-1.21266010946171,1.12979469589096,1.25674993058295,0.924111810157225,"AAN","active","EventsRev",FALSE,0.425493225960038,932
"51","The blind person is leading the dog.",0.428419657551189,"roberta-large",0.669463598481486,"934","Implausible",7.109879463,11.77820854,12.39448215,11.70265286,-1.21266010946171,1.12979469589096,1.25674993058295,0.924111810157225,"AAN","active","EventsRev",FALSE,0.669463598481486,932
"52","The blind person is leading the dog.",0.658238088784579,"syntax-based_PPMI",0,"934","Implausible",7.109879463,11.77820854,12.39448215,11.70265286,-1.21266010946171,1.12979469589096,1.25674993058295,0.924111810157225,"AAN","active","EventsRev",FALSE,0,932
"53","The blind person is leading the dog.",1.03087413610882,"bert-large-cased",0.360478029621062,"934","Implausible",7.109879463,11.77820854,12.39448215,11.70265286,-1.21266010946171,1.12979469589096,1.25674993058295,0.924111810157225,"AAN","active","EventsRev",FALSE,0.360478029621062,932
"54","The blind person is leading the dog.",1.08650145840077,"v2_sdm",0.697943419549078,"934","Implausible",7.109879463,11.77820854,12.39448215,11.70265286,-1.21266010946171,1.12979469589096,1.25674993058295,0.924111810157225,"AAN","active","EventsRev",FALSE,0.697943419549078,932
"55","The blind person is leading the dog.",2,"human",0.104089219330855,"934","Implausible",7.109879463,11.77820854,12.39448215,11.70265286,-1.21266010946171,1.12979469589096,1.25674993058295,0.924111810157225,"AAN","active","EventsRev",FALSE,0.104089219330855,932
"56","The blind person is leading the dog.",55.044951,"surprisal_scores_tinylstm",0.272830862940239,"934","Implausible",7.109879463,11.77820854,12.39448215,11.70265286,-1.21266010946171,1.12979469589096,1.25674993058295,0.924111810157225,"AAN","active","EventsRev",TRUE,0.727169137059761,932
"57","The boss is yelling at the worker.",-46.103477512563,"gpt2-xl_full",0.815762450063098,"933","Plausible",9.850350454,11.12710121,12.25621471,11.06957156,0.150574960277379,0.799303779813644,0.610171080485408,0.68826610230923,"AAN","active","EventsRev",FALSE,0.815762450063098,931
"58","The boss is yelling at the worker.",0,"thematicFit_addition",0,"933","Plausible",9.850350454,11.12710121,12.25621471,11.06957156,0.150574960277379,0.799303779813644,0.610171080485408,0.68826610230923,"AAN","active","EventsRev",FALSE,0,931
"59","The boss is yelling at the worker.",0.933841424235485,"roberta-large",0.80779562618267,"933","Plausible",9.850350454,11.12710121,12.25621471,11.06957156,0.150574960277379,0.799303779813644,0.610171080485408,0.68826610230923,"AAN","active","EventsRev",FALSE,0.80779562618267,931
"60","The boss is yelling at the worker.",0.945648043961592,"v2_sdm",0.607462442309027,"933","Plausible",9.850350454,11.12710121,12.25621471,11.06957156,0.150574960277379,0.799303779813644,0.610171080485408,0.68826610230923,"AAN","active","EventsRev",FALSE,0.607462442309027,931
"61","The boss is yelling at the worker.",1.2322839639013,"bert-large-cased",0.514236698276489,"933","Plausible",9.850350454,11.12710121,12.25621471,11.06957156,0.150574960277379,0.799303779813644,0.610171080485408,0.68826610230923,"AAN","active","EventsRev",FALSE,0.514236698276489,931
"62","The boss is yelling at the worker.",6.63265306122449,"human",0.947955390334573,"933","Plausible",9.850350454,11.12710121,12.25621471,11.06957156,0.150574960277379,0.799303779813644,0.610171080485408,0.68826610230923,"AAN","active","EventsRev",FALSE,0.947955390334573,931
"63","The boss is yelling at the worker.",19.9389755200631,"syntax-based_PPMI",0.567961356880633,"933","Plausible",9.850350454,11.12710121,12.25621471,11.06957156,0.150574960277379,0.799303779813644,0.610171080485408,0.68826610230923,"AAN","active","EventsRev",FALSE,0.567961356880633,931
"64","The boss is yelling at the worker.",53.738636,"surprisal_scores_tinylstm",0.239959739816083,"933","Plausible",9.850350454,11.12710121,12.25621471,11.06957156,0.150574960277379,0.799303779813644,0.610171080485408,0.68826610230923,"AAN","active","EventsRev",TRUE,0.760040260183917,931
"65","The bouncer is preventing the woman from entering.",-51.8772659212081,"gpt2-xl_full",0.618021889716816,"935","Plausible",6.893656355,10.80758424,10.85341858,10.16485132,-1.32021933000505,0.637122444644911,-0.313838161991305,-1.7045130382193,"AAN","active","EventsRev",FALSE,0.618021889716816,933
"66","The bouncer is preventing the woman from entering.",0.440895510163377,"v2_sdm",0.283221083274199,"935","Plausible",6.893656355,10.80758424,10.85341858,10.16485132,-1.32021933000505,0.637122444644911,-0.313838161991305,-1.7045130382193,"AAN","active","EventsRev",FALSE,0.283221083274199,933
"67","The bouncer is preventing the woman from entering.",0.554019054710762,"thematicFit_addition",0.708255353131525,"935","Plausible",6.893656355,10.80758424,10.85341858,10.16485132,-1.32021933000505,0.637122444644911,-0.313838161991305,-1.7045130382193,"AAN","active","EventsRev",FALSE,0.708255353131525,933
"68","The bouncer is preventing the woman from entering.",0.926871241147144,"roberta-large",0.805887913409665,"935","Plausible",6.893656355,10.80758424,10.85341858,10.16485132,-1.32021933000505,0.637122444644911,-0.313838161991305,-1.7045130382193,"AAN","active","EventsRev",FALSE,0.805887913409665,933
"69","The bouncer is preventing the woman from entering.",1.32177808710897,"bert-large-cased",0.582557581064172,"935","Plausible",6.893656355,10.80758424,10.85341858,10.16485132,-1.32021933000505,0.637122444644911,-0.313838161991305,-1.7045130382193,"AAN","active","EventsRev",FALSE,0.582557581064172,933
"70","The bouncer is preventing the woman from entering.",6.45361639508324,"syntax-based_PPMI",0.170717066098426,"935","Plausible",6.893656355,10.80758424,10.85341858,10.16485132,-1.32021933000505,0.637122444644911,-0.313838161991305,-1.7045130382193,"AAN","active","EventsRev",FALSE,0.170717066098426,933
"71","The bouncer is preventing the woman from entering.",6.69387755102041,"human",0.95910780669145,"935","Plausible",6.893656355,10.80758424,10.85341858,10.16485132,-1.32021933000505,0.637122444644911,-0.313838161991305,-1.7045130382193,"AAN","active","EventsRev",FALSE,0.95910780669145,933
"72","The bouncer is preventing the woman from entering.",64.317531,"surprisal_scores_tinylstm",0.506159056261592,"935","Plausible",6.893656355,10.80758424,10.85341858,10.16485132,-1.32021933000505,0.637122444644911,-0.313838161991305,-1.7045130382193,"AAN","active","EventsRev",TRUE,0.493840943738408,933
"73","The bride is blessing the priest.",-51.8859787439245,"gpt2-xl_full",0.617723493183346,"914","Implausible",9.976133743,10.61221276,12.19825283,10.65951563,0.213145296294457,0.537955231459672,0.191372591736682,0.589399293053191,"AAN","active","EventsRev",FALSE,0.617723493183346,914
"74","The bride is blessing the priest.",0.510325833818215,"roberta-large",0.691881009426404,"914","Implausible",9.976133743,10.61221276,12.19825283,10.65951563,0.213145296294457,0.537955231459672,0.191372591736682,0.589399293053191,"AAN","active","EventsRev",FALSE,0.691881009426404,914
"75","The bride is blessing the priest.",0.655498082900394,"thematicFit_addition",0.83798566535592,"914","Implausible",9.976133743,10.61221276,12.19825283,10.65951563,0.213145296294457,0.537955231459672,0.191372591736682,0.589399293053191,"AAN","active","EventsRev",FALSE,0.83798566535592,914
"76","The bride is blessing the priest.",1.21390055885873,"v2_sdm",0.779781656519308,"914","Implausible",9.976133743,10.61221276,12.19825283,10.65951563,0.213145296294457,0.537955231459672,0.191372591736682,0.589399293053191,"AAN","active","EventsRev",FALSE,0.779781656519308,914
"77","The bride is blessing the priest.",1.24987725490395,"bert-large-cased",0.527667626804086,"914","Implausible",9.976133743,10.61221276,12.19825283,10.65951563,0.213145296294457,0.537955231459672,0.191372591736682,0.589399293053191,"AAN","active","EventsRev",FALSE,0.527667626804086,914
"78","The bride is blessing the priest.",2.16326530612245,"human",0.133828996282528,"914","Implausible",9.976133743,10.61221276,12.19825283,10.65951563,0.213145296294457,0.537955231459672,0.191372591736682,0.589399293053191,"AAN","active","EventsRev",FALSE,0.133828996282528,914
"79","The bride is blessing the priest.",7.65694485577308,"syntax-based_PPMI",0.206164053940175,"914","Implausible",9.976133743,10.61221276,12.19825283,10.65951563,0.213145296294457,0.537955231459672,0.191372591736682,0.589399293053191,"AAN","active","EventsRev",FALSE,0.206164053940175,914
"80","The bride is blessing the priest.",62.0827,"surprisal_scores_tinylstm",0.449923458444312,"914","Implausible",9.976133743,10.61221276,12.19825283,10.65951563,0.213145296294457,0.537955231459672,0.191372591736682,0.589399293053191,"AAN","active","EventsRev",TRUE,0.550076541555688,914
"81","The bride is carrying the groom.",-44.8765640673491,"gpt2-xl_full",0.857781750907191,"909","Implausible",9.976133743,8.939974177,11.81383877,11.10370833,0.213145296294457,-0.310844399156539,0.645035660267885,-0.0663039302611466,"AAN","active","EventsRev",FALSE,0.857781750907191,909
"82","The bride is carrying the groom.",0.39183744677816,"thematicFit_addition",0.500923148542078,"909","Implausible",9.976133743,8.939974177,11.81383877,11.10370833,0.213145296294457,-0.310844399156539,0.645035660267885,-0.0663039302611466,"AAN","active","EventsRev",FALSE,0.500923148542078,909
"83","The bride is carrying the groom.",1.19456103060021,"roberta-large",0.879153597261931,"909","Implausible",9.976133743,8.939974177,11.81383877,11.10370833,0.213145296294457,-0.310844399156539,0.645035660267885,-0.0663039302611466,"AAN","active","EventsRev",FALSE,0.879153597261931,909
"84","The bride is carrying the groom.",1.27211251501829,"v2_sdm",0.817175671434345,"909","Implausible",9.976133743,8.939974177,11.81383877,11.10370833,0.213145296294457,-0.310844399156539,0.645035660267885,-0.0663039302611466,"AAN","active","EventsRev",FALSE,0.817175671434345,909
"85","The bride is carrying the groom.",1.52254424531918,"bert-large-cased",0.735824864670979,"909","Implausible",9.976133743,8.939974177,11.81383877,11.10370833,0.213145296294457,-0.310844399156539,0.645035660267885,-0.0663039302611466,"AAN","active","EventsRev",FALSE,0.735824864670979,909
"86","The bride is carrying the groom.",2.83859987869165,"syntax-based_PPMI",0.0642278981859558,"909","Implausible",9.976133743,8.939974177,11.81383877,11.10370833,0.213145296294457,-0.310844399156539,0.645035660267885,-0.0663039302611466,"AAN","active","EventsRev",FALSE,0.0642278981859558,909
"87","The bride is carrying the groom.",2.89795918367347,"human",0.267657992565056,"909","Implausible",9.976133743,8.939974177,11.81383877,11.10370833,0.213145296294457,-0.310844399156539,0.645035660267885,-0.0663039302611466,"AAN","active","EventsRev",FALSE,0.267657992565056,909
"88","The bride is carrying the groom.",50.381359,"surprisal_scores_tinylstm",0.155479759391074,"909","Implausible",9.976133743,8.939974177,11.81383877,11.10370833,0.213145296294457,-0.310844399156539,0.645035660267885,-0.0663039302611466,"AAN","active","EventsRev",TRUE,0.844520240608926,909
"89","The businessman is painting the artist.",-57.3030853491366,"gpt2-xl_full",0.432198562279002,"908","Implausible",7.118016204,10.44152943,11.77735587,10.79865679,-1.20861252394776,0.451319299883187,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.432198562279002,908
"90","The businessman is painting the artist.",0.0734542230320375,"roberta-large",0.572310900363643,"908","Implausible",7.118016204,10.44152943,11.77735587,10.79865679,-1.20861252394776,0.451319299883187,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.572310900363643,908
"91","The businessman is painting the artist.",0.664767985504163,"thematicFit_addition",0.849836265233852,"908","Implausible",7.118016204,10.44152943,11.77735587,10.79865679,-1.20861252394776,0.451319299883187,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.849836265233852,908
"92","The businessman is painting the artist.",0.71605517178001,"bert-large-cased",0.120141471304975,"908","Implausible",7.118016204,10.44152943,11.77735587,10.79865679,-1.20861252394776,0.451319299883187,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.120141471304975,908
"93","The businessman is painting the artist.",1.27882547736305,"v2_sdm",0.821487923256906,"908","Implausible",7.118016204,10.44152943,11.77735587,10.79865679,-1.20861252394776,0.451319299883187,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.821487923256906,908
"94","The businessman is painting the artist.",2.30612244897959,"human",0.159851301115242,"908","Implausible",7.118016204,10.44152943,11.77735587,10.79865679,-1.20861252394776,0.451319299883187,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.159851301115242,908
"95","The businessman is painting the artist.",3.52060675186226,"syntax-based_PPMI",0.0843180814825503,"908","Implausible",7.118016204,10.44152943,11.77735587,10.79865679,-1.20861252394776,0.451319299883187,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",FALSE,0.0843180814825503,908
"96","The businessman is painting the artist.",50.080282,"surprisal_scores_tinylstm",0.147903685368459,"908","Implausible",7.118016204,10.44152943,11.77735587,10.79865679,-1.20861252394776,0.451319299883187,0.333480297704366,-0.128533587328985,"AAN","active","EventsRev",TRUE,0.852096314631541,908
"97","The cat is chasing the mouse.",-40.7239608954359,"gpt2-xl_full",1,"930","Plausible",13.17760507,9.736251633,12.26541735,9.064620718,1.80570292673958,0.0933323836254285,-1.43752612668603,0.703963240730757,"AAN","active","EventsRev",FALSE,1,928
"98","The cat is chasing the mouse.",0.62661178683407,"roberta-large",0.723708035356405,"930","Plausible",13.17760507,9.736251633,12.26541735,9.064620718,1.80570292673958,0.0933323836254285,-1.43752612668603,0.703963240730757,"AAN","active","EventsRev",FALSE,0.723708035356405,928
"99","The cat is chasing the mouse.",0.685941279136917,"thematicFit_addition",0.876904104203132,"930","Plausible",13.17760507,9.736251633,12.26541735,9.064620718,1.80570292673958,0.0933323836254285,-1.43752612668603,0.703963240730757,"AAN","active","EventsRev",FALSE,0.876904104203132,928
"100","The cat is chasing the mouse.",1.15219026044345,"bert-large-cased",0.453092208226828,"930","Plausible",13.17760507,9.736251633,12.26541735,9.064620718,1.80570292673958,0.0933323836254285,-1.43752612668603,0.703963240730757,"AAN","active","EventsRev",FALSE,0.453092208226828,928
"101","The cat is chasing the mouse.",1.24042388363348,"v2_sdm",0.796819627198473,"930","Plausible",13.17760507,9.736251633,12.26541735,9.064620718,1.80570292673958,0.0933323836254285,-1.43752612668603,0.703963240730757,"AAN","active","EventsRev",FALSE,0.796819627198473,928
"102","The cat is chasing the mouse.",6.6530612244898,"human",0.951672862453532,"930","Plausible",13.17760507,9.736251633,12.26541735,9.064620718,1.80570292673958,0.0933323836254285,-1.43752612668603,0.703963240730757,"AAN","active","EventsRev",FALSE,0.951672862453532,928
