"WorkerId","Score","Plausibility","ItemNum","Sentence","TrialType","Voice"
"A2541C8MY0BYV3",1,"Implausible",1,"The illness caught the raider.","AI","active"
"A2PLJREKV92BZN",2,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A2R0YYUAWNT7UD",2,"Implausible",1,"The illness caught the raider.","AI","active"
"A2UZC574AOQP00",4,"Implausible",1,"The illness caught the raider.","AI","active"
"A3EHDY67QENKPT",1,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A3F51C49T9A34D",1,"Implausible",1,"The illness caught the raider.","AI","active"
"A3GXC3VG37CQ3G",2,"Implausible",1,"The illness caught the raider.","AI","active"
"A4ZPIPBDO624H",3,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A9ZCY6FLUCIU1",3,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"AFK9ALQK5GPNG",6,"Implausible",1,"The illness caught the raider.","AI","active"
"AGILQEFEPEK7N",6,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"AJ7JFYKBG85ZV",3,"Implausible",1,"The illness caught the raider.","AI","active"
"A110KENBXU7SUJ",1,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A147F5PJTHOB8A",4,"Implausible",1,"The illness caught the raider.","AI","active"
"A1A7HKFWGH77QH",1,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A1APUWC5IMC5NV",1,"Implausible",1,"The illness caught the raider.","AI","active"
"A1LB8HVSXK66U0",2,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A1NDMFN9A5G25G",2,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A1TRO537S2U7QV",6,"Implausible",1,"The illness caught the raider.","AI","active"
"A1U8RH67FLZW87",1,"Implausible",1,"The illness caught the raider.","AI","active"
"A1WJ54G7U8B57Y",7,"Implausible",1,"The illness caught the raider.","AI","active"
"A21UA6O7ZFAIQJ",2,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A25KM5DM1Z09ZN",3,"Implausible",1,"The illness caught the raider.","AI","active"
"A2BQ9CT9T9GIXH",1,"Implausible",1,"The illness caught the raider.","AI","active"
"A2CJYS92WX7HN6",1,"Implausible",1,"The illness caught the raider.","AI","active"
"A2EHH2ZFIRF1BF",1,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A2N9U74YIPDQ9F",4,"Implausible",1,"The illness caught the raider.","AI","active"
"A2ZHBK2MDL2L51",3,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A39148ITT8EQCN",7,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A3DUPRZSMU9W5R",3,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A3FGT6EU39C6S4",1,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A3RYI5HXC2MJLN",1,"Implausible",1,"The illness caught the raider.","AI","active"
"A3VE9WX0XH2N5G",1,"Implausible",1,"The illness caught the raider.","AI","active"
"A4J4GGMKJ68L0",2,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A6HDSE80LQPR8",7,"Implausible",1,"The illness caught the raider.","AI","active"
"A7OZPNXIVO1FX",1,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"ACON9O9NMFOHE",2,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"ALSMH6OVJJZ12",2,"Implausible",1,"The illness caught the raider.","AI","active"
"ARTARDCXLJ5H6",3,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"AXQQBHFXMWR26",1,"Implausible",1,"The raider was caught by the illness.","AI","passive"
"A14EYTLSMJRPUK",6,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A198MSVO1VTAT5",6,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A1IFIK8J49WBER",5,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A1IS0218RVG60K",6,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A1P0XSCJ9XAV74",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A1PJLZSOUQ4MIL",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A1YSYI926BBOHW",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A1ZDR2UN7M92LI",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A256FHXGSY0E5D",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A2FL477TMKC91L",6,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A2MCG5W6LHSRG9",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A2OVX9UW5WANQE",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A2V27A9GZA1NR2",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A3I9FTHSULHPYS",1,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A3KF6O09H04SP7",4,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A3NXT3OVGL7QNR",6,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A3NXT3OVGL7QNR",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A3RKG5PZN97RD5",2,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A5BMKZRGHNSRT",5,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"AFU00NU09CFXE",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"AN9MVFWRCF2OP",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"ATJ92FYQX176Z",5,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A183WYXN12P2TJ",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A1SISJL5ST2PWH",4,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A1SN0UU3V61IIM",6,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A2615YW1YERQBO",6,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A29VL3MZE7YPBZ",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A2F4MWR5Q5ZUSS",6,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A2JSMMELB161IW",2,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A2K10OAR4CHUQL",4,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A2KSAAQBU5R0F6",6,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A2KXT6WDPPG6N2",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A2MM8RN9555ZNJ",4,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A2MS1GQLGAX9FZ",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A2NEFRREWF33YP",6,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A2PGCDF7U8EEIK",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A2PIFMM4Q2I9ZS",6,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A2YHOJLEZR8663",2,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A2YIB84VKYNKWD",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A2ZGAH6NOSU2PO",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A30NHACXAOBWFH",7,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A326O3VWP8TO8N",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A3I40B0FATY8VH",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"A3M97GKJ6PVL3A",1,"Plausible",2,"The marauder contracted the disease.","AI","active"
"AIICJA0A5J8NF",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"AJM4334V07JDQ",6,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"AJZEXCH1TSUE1",6,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"AM4F6TEUBUF9M",7,"Plausible",2,"The marauder contracted the disease.","AI","active"
"AXKTYKCT9NGHS",5,"Plausible",2,"The disease was contracted by the marauder.","AI","passive"
"A12FTSX85NQ8N9",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A173A97OFDAX9F",7,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A1G38F99VKAPRI",5,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A1MWYO3RFZW051",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A1NRWXWPCAXDYP",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A1TPGXT718D68E",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A1ZDR2UN7M92LI",2,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A2BK9RMC0NOIH8",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A2FYFCD16Z3PCC",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A2NAKIXS3DVGAA",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A2XK59FYAFO9EX",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A2XQ3CFB5HT2ZQ",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A2Z6NL0CTXY0ZB",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A3FNC8ELMK8YJA",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A4T4577P6JL6R",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"ACJ6NSCIWMUZI",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"AI70FJC1B8SC6",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"AMIQGW2E3WYO4",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"AOS2PVHT2HYTL",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"AZ5USSNKZI3Y1",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A10HW8JXM17XLD",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A17K1CHOI773VZ",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A19ZWBQT8A3LIR",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A1AZLJ3R5FQ9B7",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A1K8QNLYYYX21W",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A1TLNLB9D87H6",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A1ZI4VU6650Q8B",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A1ZT30BGR3266K",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A2580O4IYRX53L",5,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A2CPI18KZN30KW",6,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A2FYQIZWV2UJHS",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A2NO44KT1KXFWC",6,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A2REBBMVBFBWFD",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A2STMS163OI8TB",4,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A2U45Y0OV3P7D8",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A2WVCXVSE0YGML",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A2Y87M8V0N1M6P",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A2YTO4EY3MNYAJ",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A33T45FNLQC14X",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A39MKVROUZ1UWR",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A3N4L5F7CEY0B2",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A3O0ZQMDKOKAMR",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A3P7AXWF57BHNX",2,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"A7O82NXM2PI12",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"ADJ9I7ZBFYFH7",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"AKHH4W14A6AN9",1,"Implausible",2,"The marauder was contracted by the disease.","AI","passive"
"AQL24433IP0QQ",1,"Implausible",2,"The disease contracted the marauder.","AI","active"
"A13GUTDMGGZZDL",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A171RZ3O028XF6",2,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A1AYQ8E01NSY5Z",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A1CMWA0L8FTSXA",6,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A1OM5NWYYYJKQW",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A1OW27AZS122X2",1,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A1T643M1P572AA",6,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A1V1JNPU0KOA3X",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A2541C8MY0BYV3",5,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A2PLJREKV92BZN",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A2R0YYUAWNT7UD",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A2UZC574AOQP00",4,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A3EHDY67QENKPT",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A3F51C49T9A34D",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A3GXC3VG37CQ3G",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A4ZPIPBDO624H",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A9ZCY6FLUCIU1",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"AFK9ALQK5GPNG",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"AGILQEFEPEK7N",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"AJ7JFYKBG85ZV",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A110KENBXU7SUJ",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A147F5PJTHOB8A",1,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A1A7HKFWGH77QH",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A1APUWC5IMC5NV",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A1LB8HVSXK66U0",6,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A1NDMFN9A5G25G",6,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A1TRO537S2U7QV",6,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A1U8RH67FLZW87",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A1WJ54G7U8B57Y",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A21UA6O7ZFAIQJ",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A25KM5DM1Z09ZN",5,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A2BQ9CT9T9GIXH",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A2CJYS92WX7HN6",4,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A2EHH2ZFIRF1BF",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A2N9U74YIPDQ9F",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A2ZHBK2MDL2L51",3,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A39148ITT8EQCN",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A3DUPRZSMU9W5R",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A3FGT6EU39C6S4",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A3RYI5HXC2MJLN",2,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A3VE9WX0XH2N5G",1,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A4J4GGMKJ68L0",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A6HDSE80LQPR8",7,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"A7OZPNXIVO1FX",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"ACON9O9NMFOHE",5,"Plausible",3,"The convict dreaded the prison.","AI","active"
"ALSMH6OVJJZ12",6,"Plausible",3,"The prison was dreaded by the convict.","AI","passive"
"ARTARDCXLJ5H6",7,"Plausible",3,"The convict dreaded the prison.","AI","active"
"AXQQBHFXMWR26",2,"Plausible",3,"The convict dreaded the prison.","AI","active"
"A12FTSX85NQ8N9",5,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A18XFOKU5G1OL1",5,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A1M24593XO5Z3C",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A1R780RJYQ68GY",7,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A1TEXCUTI4IUUN",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A2GCPNX75LDVAB",7,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A2R02DYCDLY75U",4,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A2T675UCHNTSSW",5,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A2UIGDOLX5RV95",6,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A3696JXTRKL2FI",4,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A369RF97DE3FAI",7,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A3CTXNQ2GXIQSP",2,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A3S3WYVCVWW8IZ",2,"Implausible",3,"The prison dreaded the convict.","AI","active"
"AJXIC6Q5EM76P",1,"Implausible",3,"The prison dreaded the convict.","AI","active"
"AMIQGW2E3WYO4",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"AQ5KGRJE4W53Z",4,"Implausible",3,"The prison dreaded the convict.","AI","active"
"AR8O1107OAW4V",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"AUFOO8PU2BK37",7,"Implausible",3,"The prison dreaded the convict.","AI","active"
"AUFUUD4WG9CVO",2,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"AURYD2FH3FUOQ",7,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A11W7R2O4RQSSS",2,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A14LXHJAWRQWR6",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A14SEFVPXYZ9TN",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A17NFI9O9H25MZ",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A1DCG37N0Y8BN0",5,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A1MM8TSLCHVMNK",7,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A1XQOZV8LQDM22",3,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A24U4J5I2J4VFV",5,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A2580O4IYRX53L",4,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A2FOUSWQDYHIE0",6,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A2NHFSO7GMM8QR",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A2QRW24EKQU705",3,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A2VLTSW6CXIUMR",7,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A2VTUR86NML1F8",5,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A2VUAAJHX6ROS9",4,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A2YCMT5BPA0AG9",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A2ZL5GAZK6S0H1",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A30HUZHJBOX1LK",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A33NG3ZGW5DNQY",1,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A36IO8HVVL5WTZ",2,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A39C1BN9ZSQ0R2",2,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"A3D2U4QF7821ZW",3,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A4R66ZHYXG17N",7,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A6R88PQFFSNI9",4,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A7I3G380E29VE",1,"Implausible",3,"The prison dreaded the convict.","AI","active"
"AKSJ3C5O3V9RB",6,"Implausible",3,"The prison dreaded the convict.","AI","active"
"AOAMTLMPOJ7P7",4,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"ATP2BJPDK4K2B",6,"Implausible",3,"The convict was dreaded by the prison.","AI","passive"
"AWE9A4ZOP9LNU",1,"Implausible",3,"The prison dreaded the convict.","AI","active"
"A12FTSX85NQ8N9",1,"Plausible",4,"The jail was feared by the criminal.","AI","passive"
"A173A97OFDAX9F",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"A1G38F99VKAPRI",7,"Plausible",4,"The jail was feared by the criminal.","AI","passive"
"A1MWYO3RFZW051",1,"Plausible",4,"The jail was feared by the criminal.","AI","passive"
"A1NRWXWPCAXDYP",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"A1TPGXT718D68E",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"A1ZDR2UN7M92LI",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"A2BK9RMC0NOIH8",6,"Plausible",4,"The criminal feared the jail.","AI","active"
"A2FYFCD16Z3PCC",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"A2NAKIXS3DVGAA",7,"Plausible",4,"The jail was feared by the criminal.","AI","passive"
"A2XK59FYAFO9EX",7,"Plausible",4,"The jail was feared by the criminal.","AI","passive"
"A2XQ3CFB5HT2ZQ",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"A2Z6NL0CTXY0ZB",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"A3FNC8ELMK8YJA",1,"Plausible",4,"The jail was feared by the criminal.","AI","passive"
"A4T4577P6JL6R",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"ACJ6NSCIWMUZI",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"AI70FJC1B8SC6",7,"Plausible",4,"The jail was feared by the criminal.","AI","passive"
"AMIQGW2E3WYO4",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"AOS2PVHT2HYTL",7,"Plausible",4,"The criminal feared the jail.","AI","active"
"AZ5USSNKZI3Y1",4,"Plausible",4,"The criminal feared the jail.","AI","active"
