"Metric","Parameter","Estimate","Std..Error","df","t.value","pVal","Category","pValAdjusted","pLabel","pValFinal"
"GPT-J","(Intercept)",0.576963015722155,0.0072459233359918,570.998501264256,79.625879127961,2.33480936835169e-311,"baselines",3.7356949893625e-311,"***","<0.001"
"GPT-J","PlausibilityImplausible",-0.138057291657281,0.0063392080751475,399.613413938117,-21.7783183673252,6.81002974609224e-70,"baselines",5.44802379687379e-69,"***","<0.001"
"GPT-J","agent_freq_norm",-0.0181820755815654,0.0105605605555519,409.896236207493,-1.72169606773446,0.0858790418806006,"baselines",0.171758083761201,"","0.172"
"GPT-J","patient_freq_norm",-0.00434995126440278,0.00834779097209903,601.689808551191,-0.521090103830066,0.60249572628103,"baselines",0.60249572628103,"","0.602"
"GPT-J","verb_freq_norm",-0.0104897789001472,0.00719368674148456,400.32177898267,-1.4581923396323,0.14557160689082,"baselines",0.29114321378164,"","0.291"
"GPT-J","sentence_freq_norm",0.00323129426740734,0.0130933343641333,419.257982486689,0.246789257613312,0.805192117163923,"baselines",0.834156071330856,"","0.834"
"GPT2-xl","(Intercept)",0.509828102975023,0.00660233871560011,579.728454899218,77.219319537544,2.82865310878097e-307,"baselines",3.77153747837462e-307,"***","<0.001"
"GPT2-xl","PlausibilityImplausible",-0.118666124530538,0.00590485296983341,399.74375247735,-20.096372447676,1.36605141821767e-62,"baselines",3.64280378191379e-62,"***","<0.001"
"GPT2-xl","agent_freq_norm",-0.0260838055030817,0.00957585801356327,409.108394852402,-2.72391314346313,0.00672774223021971,"baselines",0.0269225107630382,"*","0.027"
"GPT2-xl","patient_freq_norm",-0.0107092552759636,0.00761197585691745,604.110395461846,-1.40689559153442,0.159972589708591,"baselines",0.213296786278122,"","0.213"
"GPT2-xl","verb_freq_norm",-0.0154185027722551,0.00652086307737232,400.126472337104,-2.36448804235102,0.018531659307771,"baselines",0.066602340290042,"","0.067"
"GPT2-xl","sentence_freq_norm",0.0152361787632657,0.0118760672309212,417.947213087014,1.28293133299178,0.200227113340079,"baselines",0.400454226680158,"","0.4"
"tinyLSTM","(Intercept)",0.566403550070206,0.00690107724154081,552.506684832781,82.0746573680929,1.13925795941557e-311,"baselines",2.27851591883114e-311,"***","<0.001"
"tinyLSTM","PlausibilityImplausible",-0.0301225679627916,0.00576105577422525,397.868956715642,-5.22865411190061,2.76470988232547e-07,"baselines",3.15966843694339e-07,"***","<0.001"
"tinyLSTM","agent_freq_norm",0.00871986342265575,0.0101525040638003,410.212249043204,0.858887951963228,0.390903936101079,"baselines",0.521205248134772,"","0.521"
"tinyLSTM","patient_freq_norm",0.0205564623993901,0.00793403384580808,595.323449027412,2.59092194448491,0.00980650043938039,"baselines",0.0261506678383477,"*","0.026"
"tinyLSTM","verb_freq_norm",0.00431186540030806,0.00692076069379327,399.293919360426,0.623033448357065,0.53361822308889,"baselines",0.53361822308889,"","0.534"
"tinyLSTM","sentence_freq_norm",0.0503682795265038,0.012578716017744,420.776261473947,4.00424649506775,7.35440264585347e-05,"baselines",0.000294176105834139,"***","<0.001"
"SDM","(Intercept)",0.615163494416953,0.00594442885532714,789.268702310243,103.485719046948,0,"baselines",0,"***","<0.001"
"SDM","PlausibilityImplausible",-0.15280183645236,0.00831290637998105,401.439172433761,-18.3812771932972,3.43843166586619e-55,"baselines",5.50149066538591e-55,"***","<0.001"
"SDM","agent_freq_norm",0.00484243759309254,0.00693624458852673,398.374215136574,0.698135357150242,0.485499845600504,"baselines",0.542861565216013,"","0.543"
"SDM","patient_freq_norm",0.037783068673681,0.00640706152693947,596.799025150656,5.89709783725602,6.19609289551834e-09,"baselines",4.95687431641467e-08,"***","<0.001"
"SDM","verb_freq_norm",-0.0144267264457563,0.00470680546280346,397.256205387726,-3.06507812140668,0.00232470095336383,"baselines",0.0185976076269106,"*","0.019"
"SDM","sentence_freq_norm",-0.00180941495812547,0.00863638273100289,400.530276520822,-0.209510742458186,0.834156071330856,"baselines",0.834156071330856,"","0.834"
"thematicFit","(Intercept)",0.451318842914378,0.00791844121796452,664.939409694002,56.9959200922618,3.99965775618946e-258,"baselines",4.5710374356451e-258,"***","<0.001"
"thematicFit","PlausibilityImplausible",-0.0939601927476587,0.00846011521714334,400.527335972277,-11.106254505525,3.63844329934312e-25,"baselines",4.85125773245749e-25,"***","<0.001"
"thematicFit","agent_freq_norm",-0.00663225775948425,0.0108902568347612,403.539629128232,-0.609008387966974,0.542861565216013,"baselines",0.542861565216013,"","0.543"
"thematicFit","patient_freq_norm",0.0187927561651193,0.00911109423787631,618.667464116392,2.06262339895407,0.0395652687858587,"baselines",0.0791305375717175,"","0.079"
"thematicFit","verb_freq_norm",-0.00915332985623768,0.00740110562936835,398.55518130635,-1.23675168476401,0.216907545168715,"baselines",0.3240680045718,"","0.324"
"thematicFit","sentence_freq_norm",-0.00441210121609891,0.0135333720974319,408.948833025221,-0.326016397416292,0.744578709682969,"baselines",0.834156071330856,"","0.834"
"syntax-PPMI","(Intercept)",0.304668048273732,0.00657244688421649,514.504206207907,46.3553458309997,8.04438539173286e-186,"baselines",8.04438539173286e-186,"***","<0.001"
"syntax-PPMI","PlausibilityImplausible",-0.0242655557346968,0.00482412563649959,398.498679368138,-5.03004224249517,7.43110054685551e-07,"baselines",7.43110054685551e-07,"***","<0.001"
"syntax-PPMI","agent_freq_norm",0.0115728191871794,0.00986183066707143,417.30405087421,1.17349603515511,0.241266281005417,"baselines",0.386026049608667,"","0.386"
"syntax-PPMI","patient_freq_norm",0.0298396131454164,0.00749284210687118,582.334822318893,3.98241584699249,7.68554784691105e-05,"baselines",0.000307421913876442,"***","<0.001"
"syntax-PPMI","verb_freq_norm",-0.0151641079215048,0.00673898917176059,402.064309859582,-2.25020511756411,0.0249758776087657,"baselines",0.066602340290042,"","0.067"
"syntax-PPMI","sentence_freq_norm",-0.084079336150064,0.0121909274776498,431.851214237229,-6.89687772355389,1.89800242105798e-11,"baselines",1.51840193684639e-10,"***","<0.001"
