"WorkerId","Score","Plausibility","ItemNum","Sentence"
"A3DS5B06ZCD3E3",7,"Plausible",2,"The babysitter is scolding the child."
"A3KF6O09H04SP7",6,"Plausible",2,"The babysitter is scolding the child."
"A3MFK5UEUG95M3",7,"Plausible",2,"The babysitter is scolding the child."
"A3SH7B3UK915FC",7,"Plausible",2,"The babysitter is scolding the child."
"A64JDJKE9DYCT",7,"Plausible",2,"The babysitter is scolding the child."
"AJRY9ALX8069Y",7,"Plausible",2,"The babysitter is scolding the child."
"A13I3UTEFM8852",4,"Plausible",2,"The babysitter is scolding the child."
"A1AS4S7BOJPOEY",7,"Plausible",2,"The babysitter is scolding the child."
"A1XXNB42VP10RB",7,"Plausible",2,"The babysitter is scolding the child."
"A1Z1O6MMOB3UWW",7,"Plausible",2,"The babysitter is scolding the child."
"A28RAZB2S5TF4N",5,"Plausible",2,"The babysitter is scolding the child."
"A29SJZ0IEOHGMB",7,"Plausible",2,"The babysitter is scolding the child."
"A2PXJTMWGUE5DC",7,"Plausible",2,"The babysitter is scolding the child."
"A2ZL7BZA7RRMIN",7,"Plausible",2,"The babysitter is scolding the child."
"A326O3VWP8TO8N",7,"Plausible",2,"The babysitter is scolding the child."
"A3D3MQ814FCE0W",5,"Plausible",2,"The babysitter is scolding the child."
"A3MYPYBVHX7FQ2",7,"Plausible",2,"The babysitter is scolding the child."
"AVPKE76DJLWK6",7,"Plausible",2,"The babysitter is scolding the child."
"A27VFM67RPD2L5",3,"Implausible",2,"The child is scolding the babysitter."
"A3F3A89U4ZXJJD",2,"Implausible",2,"The child is scolding the babysitter."
"A147F5PJTHOB8A",1,"Implausible",2,"The child is scolding the babysitter."
"A1B1Y6OBCA7XTZ",2,"Implausible",2,"The child is scolding the babysitter."
"A1LTJHPUTL7WM9",3,"Implausible",2,"The child is scolding the babysitter."
"A1SISJL5ST2PWH",2,"Implausible",2,"The child is scolding the babysitter."
"A1XVEKS9O73ERE",2,"Implausible",2,"The child is scolding the babysitter."
"A23KAJRDVCVGOE",4,"Implausible",2,"The child is scolding the babysitter."
"A248QG4DPULP46",6,"Implausible",2,"The child is scolding the babysitter."
"A2541C8MY0BYV3",1,"Implausible",2,"The child is scolding the babysitter."
"A2EI9E6EBZEZO1",2,"Implausible",2,"The child is scolding the babysitter."
"A2FGKKWP33DFWS",3,"Implausible",2,"The child is scolding the babysitter."
"A2JDYN6QM8M5UN",2,"Implausible",2,"The child is scolding the babysitter."
"A2Y6K5DW6G7H0T",1,"Implausible",2,"The child is scolding the babysitter."
"A3908297ZI3LES",2,"Implausible",2,"The child is scolding the babysitter."
"A3PLWSCPFLCEGI",2,"Implausible",2,"The child is scolding the babysitter."
"AFDC9A6Z60W2Z",2,"Implausible",2,"The child is scolding the babysitter."
"AQMJMYR9MANOG",7,"Implausible",2,"The child is scolding the babysitter."
"AVZOC3OGBQRX2",6,"Implausible",2,"The child is scolding the babysitter."
"AZOT44NUTXOYT",5,"Implausible",2,"The child is scolding the babysitter."
"A11YS0T8MV3Q7C",2,"Implausible",2,"The child is scolding the babysitter."
"A18VIO909RWY6D",4,"Implausible",2,"The child is scolding the babysitter."
"A2CWJRAEFZ44HU",1,"Implausible",2,"The child is scolding the babysitter."
"A2GTJ0BD4CG1A2",1,"Implausible",2,"The child is scolding the babysitter."
"A2QD7QFGCUNF5N",6,"Implausible",2,"The child is scolding the babysitter."
"A2V27A9GZA1NR2",1,"Implausible",2,"The child is scolding the babysitter."
"A2XPWASDT8AYXH",1,"Implausible",2,"The child is scolding the babysitter."
"A2YGOORS5N9RW8",2,"Implausible",2,"The child is scolding the babysitter."
"A2ZA3X3DBEMBCD",2,"Implausible",2,"The child is scolding the babysitter."
"A3D2GO0IFRFN6R",3,"Implausible",2,"The child is scolding the babysitter."
"A3FT3XPTOWHJMY",4,"Implausible",2,"The child is scolding the babysitter."
"A3PYD7EU2WFST6",1,"Implausible",2,"The child is scolding the babysitter."
"AAOEHS9LFB8KA",3,"Implausible",2,"The child is scolding the babysitter."
"AC5UD8N187QD6",4,"Implausible",2,"The child is scolding the babysitter."
"AKMIORNF40ST7",4,"Implausible",2,"The child is scolding the babysitter."
"ARWN6TT8EWCFJ",7,"Implausible",2,"The child is scolding the babysitter."
"AUQ79MANVDU9B",2,"Implausible",2,"The child is scolding the babysitter."
"A1FKRZKU1H9YFC",2,"Implausible",2,"The child is scolding the babysitter."
"A1KWC8TW8ANBQ8",5,"Implausible",2,"The child is scolding the babysitter."
"A1QIR3JFR56TKL",1,"Implausible",2,"The child is scolding the babysitter."
"A1YH2I4Y2SYAXJ",6,"Implausible",2,"The child is scolding the babysitter."
"A2VNSNAN1LZBAM",2,"Implausible",2,"The child is scolding the babysitter."
"A3CQDCNYJAX2X3",3,"Implausible",2,"The child is scolding the babysitter."
"A3KSTXZKLRE3UC",1,"Implausible",2,"The child is scolding the babysitter."
"A3QZEKY53Y1IC6",1,"Implausible",2,"The child is scolding the babysitter."
"A4E818Z7A5FST",1,"Implausible",2,"The child is scolding the babysitter."
"AMPMTF5IAAMK8",1,"Implausible",2,"The child is scolding the babysitter."
"AZ69TBTDH7AZS",4,"Implausible",2,"The child is scolding the babysitter."
"A27VFM67RPD2L5",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A3F3A89U4ZXJJD",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A147F5PJTHOB8A",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A1B1Y6OBCA7XTZ",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A1LTJHPUTL7WM9",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A1SISJL5ST2PWH",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A1XVEKS9O73ERE",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A23KAJRDVCVGOE",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A248QG4DPULP46",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2541C8MY0BYV3",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2EI9E6EBZEZO1",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2FGKKWP33DFWS",6,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2JDYN6QM8M5UN",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2Y6K5DW6G7H0T",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A3908297ZI3LES",4,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A3PLWSCPFLCEGI",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"AFDC9A6Z60W2Z",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"AQMJMYR9MANOG",6,"Plausible",3,"The doctor is using a stethoscope on the patient."
"AVZOC3OGBQRX2",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"AZOT44NUTXOYT",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A11YS0T8MV3Q7C",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A18VIO909RWY6D",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2CWJRAEFZ44HU",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2GTJ0BD4CG1A2",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2QD7QFGCUNF5N",3,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2V27A9GZA1NR2",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2XPWASDT8AYXH",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2YGOORS5N9RW8",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2ZA3X3DBEMBCD",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A3D2GO0IFRFN6R",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A3FT3XPTOWHJMY",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A3PYD7EU2WFST6",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"AAOEHS9LFB8KA",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"AC5UD8N187QD6",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"AKMIORNF40ST7",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"ARWN6TT8EWCFJ",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"AUQ79MANVDU9B",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A1FKRZKU1H9YFC",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A1KWC8TW8ANBQ8",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A1QIR3JFR56TKL",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A1YH2I4Y2SYAXJ",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2VNSNAN1LZBAM",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A3CQDCNYJAX2X3",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A3KSTXZKLRE3UC",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A3QZEKY53Y1IC6",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A4E818Z7A5FST",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"AMPMTF5IAAMK8",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"AZ69TBTDH7AZS",7,"Plausible",3,"The doctor is using a stethoscope on the patient."
"A2M5OXOREG5HYY",3,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1945USNZHTROX",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1B5SSGMTAQ9B5",5,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1BNYBF79IQ89T",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1F3XD5WEK7H7E",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1F9KLZGHE9DTA",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1KS9LITOVPAT8",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1M682B2WUSYJP",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1P6OXEJ86HQRM",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1VR1XQEQQXYUE",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1WS9UHL45VZ0X",3,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1Z26KLD8VFYUD",7,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A2E0LU8V4EUX5C",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A2XQ3CFB5HT2ZQ",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A30HUZHJBOX1LK",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A3FOKP72T5I4FR",4,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A3K9GTQBOI7O5A",7,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A3UPZ88FI1EJC",3,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A8028AFBBS29G",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A12FTSX85NQ8N9",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1JJYY622DGE5L",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1JVO7FLPATHUB",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1P2RQ166VS5BT",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1ZDR2UN7M92LI",6,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A20X14OMRL0YPZ",3,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A2DVJ6OMVVYTC7",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A2OVWCQ4B9AHFY",7,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A2VB8KX3XUA6WU",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A2YAYHZYI7M3HD",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A2YCMT5BPA0AG9",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A3DS5B06ZCD3E3",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A3KF6O09H04SP7",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A3MFK5UEUG95M3",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A3SH7B3UK915FC",3,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A64JDJKE9DYCT",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"AJRY9ALX8069Y",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A13I3UTEFM8852",6,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1AS4S7BOJPOEY",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1XXNB42VP10RB",3,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A1Z1O6MMOB3UWW",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A28RAZB2S5TF4N",4,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A29SJZ0IEOHGMB",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A2PXJTMWGUE5DC",3,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A2ZL7BZA7RRMIN",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A326O3VWP8TO8N",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A3D3MQ814FCE0W",1,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A3MYPYBVHX7FQ2",2,"Implausible",3,"The patient is using a stethoscope on the doctor."
"AVPKE76DJLWK6",3,"Implausible",3,"The patient is using a stethoscope on the doctor."
"A2M5OXOREG5HYY",6,"Plausible",4,"The fireman is rescuing the grandmother."
"A1945USNZHTROX",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1B5SSGMTAQ9B5",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1BNYBF79IQ89T",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1F3XD5WEK7H7E",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1F9KLZGHE9DTA",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1KS9LITOVPAT8",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1M682B2WUSYJP",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1P6OXEJ86HQRM",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1VR1XQEQQXYUE",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1WS9UHL45VZ0X",6,"Plausible",4,"The fireman is rescuing the grandmother."
"A1Z26KLD8VFYUD",4,"Plausible",4,"The fireman is rescuing the grandmother."
"A2E0LU8V4EUX5C",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A2XQ3CFB5HT2ZQ",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A30HUZHJBOX1LK",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A3FOKP72T5I4FR",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A3K9GTQBOI7O5A",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A3UPZ88FI1EJC",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A8028AFBBS29G",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A12FTSX85NQ8N9",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1JJYY622DGE5L",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1JVO7FLPATHUB",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1P2RQ166VS5BT",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1ZDR2UN7M92LI",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A20X14OMRL0YPZ",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A2DVJ6OMVVYTC7",6,"Plausible",4,"The fireman is rescuing the grandmother."
"A2OVWCQ4B9AHFY",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A2VB8KX3XUA6WU",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A2YAYHZYI7M3HD",6,"Plausible",4,"The fireman is rescuing the grandmother."
"A2YCMT5BPA0AG9",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A3DS5B06ZCD3E3",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A3KF6O09H04SP7",6,"Plausible",4,"The fireman is rescuing the grandmother."
"A3MFK5UEUG95M3",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A3SH7B3UK915FC",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A64JDJKE9DYCT",7,"Plausible",4,"The fireman is rescuing the grandmother."
"AJRY9ALX8069Y",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A13I3UTEFM8852",6,"Plausible",4,"The fireman is rescuing the grandmother."
"A1AS4S7BOJPOEY",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1XXNB42VP10RB",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A1Z1O6MMOB3UWW",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A28RAZB2S5TF4N",5,"Plausible",4,"The fireman is rescuing the grandmother."
"A29SJZ0IEOHGMB",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A2PXJTMWGUE5DC",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A2ZL7BZA7RRMIN",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A326O3VWP8TO8N",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A3D3MQ814FCE0W",6,"Plausible",4,"The fireman is rescuing the grandmother."
"A3MYPYBVHX7FQ2",7,"Plausible",4,"The fireman is rescuing the grandmother."
"AVPKE76DJLWK6",7,"Plausible",4,"The fireman is rescuing the grandmother."
"A27VFM67RPD2L5",2,"Implausible",4,"The grandmother is rescuing the fireman."
"A3F3A89U4ZXJJD",1,"Implausible",4,"The grandmother is rescuing the fireman."
