"Sentence","ItemNum","Score","NormScore","NumTokens","Metric","Plausibility","agent_freq","patient_freq","sentence_freq","verb_freq","NumWords","agent_freq_norm","patient_freq_norm","verb_freq_norm","sentence_freq_norm","TrialType","Voice","Experiment","LowerBetter","FinalNormScore"
"The criminal is arresting the cop.","1",-8.32167291641235,0.302241673052053,9,"MPT-7b.sentence-LL.average_byNrWords","Implausible",10.07483242,12.48407174,12.20778532,10.39454915,6,0.262242512891577,1.48807875267353,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.302241673052053
"The cop is arresting the criminal.","1",-5.67117118835449,0.52780597390684,NA,"RoBERTa-large.last-word-PLL","Plausible",12.48407174,10.07483242,12.20778532,10.39454915,6,1.4607078654549,0.26519018541336,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.52780597390684
"The criminal is arresting the cop.","1",-3.30523729324341,0.724905257564384,NA,"RoBERTa-large.last-word-PLL","Implausible",10.07483242,12.48407174,12.20778532,10.39454915,6,0.262242512891577,1.48807875267353,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.724905257564384
"The cop is arresting the criminal.","1",-19.8272779583931,0.614731933017614,7,"RoBERTa-large.sentence-PLL","Plausible",12.48407174,10.07483242,12.20778532,10.39454915,6,1.4607078654549,0.26519018541336,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.614731933017614
"The criminal is arresting the cop.","1",-18.533032476902,0.649555680382978,7,"RoBERTa-large.sentence-PLL","Implausible",10.07483242,12.48407174,12.20778532,10.39454915,6,0.262242512891577,1.48807875267353,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.649555680382978
"The cop is arresting the criminal.","1",-116.756474494934,0.910686374479486,NA,"RoBERTa-large.sentence-l2r-PLL","Plausible",12.48407174,10.07483242,12.20778532,10.39454915,6,1.4607078654549,0.26519018541336,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.910686374479486
"The criminal is arresting the cop.","1",-124.247136116028,0.847908101856281,NA,"RoBERTa-large.sentence-l2r-PLL","Implausible",10.07483242,12.48407174,12.20778532,10.39454915,6,0.262242512891577,1.48807875267353,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.847908101856281
"The cop is arresting the criminal.","1",-6.13815546035767,0.455146261787479,NA,"RoBERTa-large.verb-PLL","Plausible",12.48407174,10.07483242,12.20778532,10.39454915,6,1.4607078654549,0.26519018541336,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.455146261787479
"The criminal is arresting the cop.","1",-8.40957260131836,0.252901081109122,NA,"RoBERTa-large.verb-PLL","Implausible",10.07483242,12.48407174,12.20778532,10.39454915,6,0.262242512891577,1.48807875267353,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.252901081109122
"The cop is arresting the criminal.","1",1.21520195180133,0.693933019484452,NA,"SDM","Plausible",12.48407174,10.07483242,12.20778532,10.39454915,6,1.4607078654549,0.26519018541336,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.693933019484452
"The criminal is arresting the cop.","1",1.15192808661075,0.637227015291499,NA,"SDM","Implausible",10.07483242,12.48407174,12.20778532,10.39454915,6,0.262242512891577,1.48807875267353,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.637227015291499
"The cop is arresting the criminal.","1",6.8125,0.980988593155893,NA,"human","Plausible",12.48407174,10.07483242,12.20778532,10.39454915,6,1.4607078654549,0.26519018541336,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.980988593155893
"The criminal is arresting the cop.","1",1.72340425531915,0.0521802443168028,NA,"human","Implausible",10.07483242,12.48407174,12.20778532,10.39454915,6,0.262242512891577,1.48807875267353,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.0521802443168028
"The cop is arresting the criminal.","1",15.9995572734014,0.43756504411365,NA,"syntax-PPMI","Plausible",12.48407174,10.07483242,12.20778532,10.39454915,6,1.4607078654549,0.26519018541336,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.43756504411365
"The criminal is arresting the cop.","1",10.8265081716397,0.293183747832041,NA,"syntax-PPMI","Implausible",10.07483242,12.48407174,12.20778532,10.39454915,6,0.262242512891577,1.48807875267353,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.293183747832041
"The cop is arresting the criminal.","1",0.661013782113022,0.748250090010629,NA,"thematicFit.prod","Plausible",12.48407174,10.07483242,12.20778532,10.39454915,6,1.4607078654549,0.26519018541336,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.748250090010629
"The criminal is arresting the cop.","1",0.676992949333876,0.773945757513458,NA,"thematicFit.prod","Implausible",10.07483242,12.48407174,12.20778532,10.39454915,6,0.262242512891577,1.48807875267353,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",FALSE,0.773945757513458
"The cop is arresting the criminal.","1",60.065874,0.319560811538712,NA,"tinyLSTM.surprisal","Plausible",12.48407174,10.07483242,12.20778532,10.39454915,6,1.4607078654549,0.26519018541336,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",TRUE,0.680439188461288
"The criminal is arresting the cop.","1",60.538955,0.331026431873194,NA,"tinyLSTM.surprisal","Implausible",10.07483242,12.48407174,12.20778532,10.39454915,6,0.262242512891577,1.48807875267353,-0.0792430810888991,0.605659063622487,"AAN","active","EventsRev",TRUE,0.668973568126806
"The babysitter is scolding the child.","2",-1.83428597450256,0.852483278156831,NA,"BERT-large.last-word-PLL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.852483278156831
"The child is scolding the babysitter.","2",-0.00173912495665718,0.999889354678075,NA,"BERT-large.last-word-PLL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.999889354678075
"The babysitter is scolding the child.","2",-49.6267656068194,0,11,"BERT-large.sentence-PLL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0
"The child is scolding the babysitter.","2",-41.668148776982,0.173216511788374,11,"BERT-large.sentence-PLL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.173216511788374
"The babysitter is scolding the child.","2",-89.8892568945885,0.447537231853373,NA,"BERT-large.sentence-l2r-PLL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.447537231853373
"The child is scolding the babysitter.","2",-87.9236798286438,0.471588293428728,NA,"BERT-large.sentence-l2r-PLL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.471588293428728
"The babysitter is scolding the child.","2",-0.0232858881291046,0.997928613556218,NA,"BERT-large.verb-PLL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.997928613556218
"The child is scolding the babysitter.","2",-0.0169187548200019,0.998498846207663,NA,"BERT-large.verb-PLL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.998498846207663
"The babysitter is scolding the child.","2",-47.7174105644226,0.698671439779472,11,"GPT-2-xl.sentence-LL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.698671439779472
"The child is scolding the babysitter.","2",-49.7278518676758,0.63345950529609,11,"GPT-2-xl.sentence-LL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.63345950529609
"The babysitter is scolding the child.","2",-4.33794641494751,0.715391624519622,11,"GPT-2-xl.sentence-LL.average_byNrTokens","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.715391624519622
"The child is scolding the babysitter.","2",-4.52071380615234,0.657154174544154,11,"GPT-2-xl.sentence-LL.average_byNrTokens","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.657154174544154
"The babysitter is scolding the child.","2",-7.9529017607371,0.526079800208259,11,"GPT-2-xl.sentence-LL.average_byNrWords","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.526079800208259
"The child is scolding the babysitter.","2",-8.2879753112793,0.464871586178796,11,"GPT-2-xl.sentence-LL.average_byNrWords","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.464871586178796
"The babysitter is scolding the child.","2",-48.6239399909973,0.632648802402854,11,"GPT-J.sentence-LL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.632648802402854
"The child is scolding the babysitter.","2",-51.9668846130371,0.493699139521128,11,"GPT-J.sentence-LL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.493699139521128
"The babysitter is scolding the child.","2",-4.42035818099976,0.663208526343211,11,"GPT-J.sentence-LL.average_byNrTokens","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.663208526343211
"The child is scolding the babysitter.","2",-4.72426223754883,0.564173704578402,11,"GPT-J.sentence-LL.average_byNrTokens","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.564173704578402
"The babysitter is scolding the child.","2",-8.10398999849955,0.465464263679135,11,"GPT-J.sentence-LL.average_byNrWords","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.465464263679135
"The child is scolding the babysitter.","2",-8.66114743550619,0.360432958920576,11,"GPT-J.sentence-LL.average_byNrWords","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.360432958920576
"The babysitter is scolding the child.","2",-42.4491291046143,0.612609624877534,12,"MPT-30b.sentence-LL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.612609624877534
"The child is scolding the babysitter.","2",-44.5225410461426,0.541649540695969,12,"MPT-30b.sentence-LL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.541649540695969
"The babysitter is scolding the child.","2",-3.53742742538452,0.729729197623357,12,"MPT-30b.sentence-LL.average_byNrTokens","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.729729197623357
"The child is scolding the babysitter.","2",-3.71021175384521,0.676089934490987,12,"MPT-30b.sentence-LL.average_byNrTokens","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.676089934490987
"The babysitter is scolding the child.","2",-7.07485485076904,0.476459344958868,12,"MPT-30b.sentence-LL.average_byNrWords","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.476459344958868
"The child is scolding the babysitter.","2",-7.42042350769043,0.414637532672751,12,"MPT-30b.sentence-LL.average_byNrWords","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.414637532672751
"The babysitter is scolding the child.","2",-49.1957931518555,0.400181870684797,12,"MPT-7b.sentence-LL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.400181870684797
"The child is scolding the babysitter.","2",-51.0057106018066,0.332175263727098,12,"MPT-7b.sentence-LL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.332175263727098
"The babysitter is scolding the child.","2",-4.09964942932129,0.648126515318492,12,"MPT-7b.sentence-LL.average_byNrTokens","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.648126515318492
"The child is scolding the babysitter.","2",-4.25047588348389,0.604001835819686,12,"MPT-7b.sentence-LL.average_byNrTokens","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.604001835819686
"The babysitter is scolding the child.","2",-8.19929885864258,0.324621284005268,12,"MPT-7b.sentence-LL.average_byNrWords","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.324621284005268
"The child is scolding the babysitter.","2",-8.50095176696777,0.269455386475545,12,"MPT-7b.sentence-LL.average_byNrWords","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.269455386475545
"The babysitter is scolding the child.","2",-2.03963088989258,0.830339359509628,NA,"RoBERTa-large.last-word-PLL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.830339359509628
"The child is scolding the babysitter.","2",-0.0185579435201362,0.998709249629042,NA,"RoBERTa-large.last-word-PLL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.998709249629042
"The babysitter is scolding the child.","2",-19.8169417250901,0.615010045927723,9,"RoBERTa-large.sentence-PLL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.615010045927723
"The child is scolding the babysitter.","2",-25.1034611240029,0.472767775336411,9,"RoBERTa-large.sentence-PLL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.472767775336411
"The babysitter is scolding the child.","2",-156.753291130066,0.575478193174145,NA,"RoBERTa-large.sentence-l2r-PLL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.575478193174145
"The child is scolding the babysitter.","2",-161.209014892578,0.53813534480559,NA,"RoBERTa-large.sentence-l2r-PLL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.53813534480559
"The babysitter is scolding the child.","2",-0.113951330975397,0.991536619427782,NA,"RoBERTa-large.verb-PLL","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.991536619427782
"The child is scolding the babysitter.","2",-0.27025088451046,0.977619831148516,NA,"RoBERTa-large.verb-PLL","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.977619831148516
"The babysitter is scolding the child.","2",1.35133844493605,0.815938471929307,NA,"SDM","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.815938471929307
"The child is scolding the babysitter.","2",1.15121840876952,0.63659100238919,NA,"SDM","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.63659100238919
"The babysitter is scolding the child.","2",6.54166666666667,0.931558935361217,NA,"human","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.931558935361217
"The child is scolding the babysitter.","2",2.77083333333333,0.243346007604563,NA,"human","Implausible",12.02586884,6.09356977,11.49887232,8.856233556,6,1.23277687680822,-1.75563046844553,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.243346007604563
"The babysitter is scolding the child.","2",17.5997983605797,0.482228235586395,NA,"syntax-PPMI","Plausible",6.09356977,12.02586884,11.49887232,8.856233556,6,-1.71821883267513,1.25550281750431,-1.65035618750294,-0.603548890814552,"AAN","active","EventsRev",FALSE,0.482228235586395
