Sentence,Typicality,Rating,agent_freq,patient_freq,sentence_freq,verb_freq
The child threw the spear.,AT,1.6,12.02586884,10.08108966,11.9320372,8.059592329
The child threw the snowball.,T,5.95,12.02586884,7.97831097,11.51148146,8.059592329
The child told the verdict.,AT,2.05,12.02586884,9.160834952,12.08406142,9.739968123
The child told the lie.,T,5.95,12.02586884,12.49469677,12.75083378,9.739968123
The child visited the president.,AT,3.05,12.02586884,10.20916916,11.89620166,11.10019402
The child visited the grandmother.,T,5.95,12.02586884,8.245121966,11.50339223,11.10019402
The child visited the prisoner.,AT,2,12.02586884,9.916798567,11.83772755,11.10019402
The child visited the zoo.,T,6.3,12.02586884,10.96581614,12.04753106,11.10019402
The child wrote the diagnosis.,AT,1.05,12.02586884,9.119430497,12.09460368,9.834083882
The child wrote the conjugation.,T,3.95,12.02586884,7.726653665,11.81604831,9.834083882
The climber climbed the staircase.,AT,5.6,7.387709239,7.361375429,10.13448786,9.345657669
The climber climbed the rock.,T,6.8,7.387709239,11.25896182,10.91400514,9.345657669
The climber faced the ocean.,AT,2.35,7.387709239,10.28051889,11.10550713,11.35589732
The climber faced the wall.,T,5.5,7.387709239,11.37780424,11.3249642,11.35589732
The climber used the blackboard.,AT,1.8,7.387709239,7.44716836,11.03671233,12.22692374
The climber used the rope.,T,6.85,7.387709239,10.07006075,11.56129081,12.22692374
The coach checked the car.,AT,2.45,9.954180667,14.1218468,12.20934022,10.77249798
The coach checked the team.,T,6.95,9.954180667,10.16052999,11.41707686,10.77249798
The cobbler fixed the phone.,AT,1.55,7.557994959,9.827793708,11.32852286,11.29729115
The cobbler fixed the shoe.,T,6.25,7.557994959,10.53158942,11.469282,11.29729115
The cobbler sewed the parachute.,AT,1.6,7.557994959,7.738052298,10.29684889,10.37111336
The cobbler sewed the shoe.,T,6.6,7.557994959,10.53158942,10.85555632,10.37111336
The collector donated the blood.,AT,3.4,8.894670263,11.61530153,11.20541091,10.01735181
The collector donated the painting.,T,3.7,8.894670263,9.599133946,10.80217739,10.01735181
The comedian entertained the soldier.,AT,4.3,7.450660796,10.53228286,11.04283902,10.10242038
The comedian entertained the audience.,T,6.35,7.450660796,9.923094082,10.92100126,10.10242038
The confectioner decorated the tree.,AT,2.9,7.763446389,11.13415097,11.03604085,10.821916
The confectioner decorated the cake.,T,6.05,7.763446389,9.267759863,10.66276263,10.821916
The confectioner spread the cement.,AT,1.2,7.763446389,9.854034669,11.37722904,9.775028986
The confectioner spread the icing.,T,6.35,7.763446389,7.363913501,10.87920481,9.775028986
The cook bought the ticket.,AT,3,10.46070046,9.61480498,11.62480297,8.554874258
The cook bought the food.,T,5.1,10.46070046,10.95341717,11.89252541,8.554874258
The cook checked the tire.,AT,1.9,10.46070046,10.34592726,11.55546027,10.77249798
The cook checked the groceries.,T,6.2,10.46070046,6.423246964,10.77092421,10.77249798
The cook cleaned the window.,AT,2.3,10.46070046,10.5065459,11.44884134,10.62580511
The cook cleaned the fish.,T,6.1,10.46070046,11.4569158,11.63891532,10.62580511
The cook cut the grass.,AT,3.35,10.46070046,10.59149656,12.45315111,11.71992337
The cook cut the fish.,T,5.75,10.46070046,11.4569158,12.62623496,11.71992337
The cook flipped the hair.,AT,2.5,10.46070046,11.1948804,11.49861929,9.6164053
The cook flipped the pancake.,T,6.3,10.46070046,7.830822995,10.82580781,9.6164053
The cook mixed the paint.,AT,1.9,10.46070046,10.79865679,12.00820686,11.07856693
The cook mixed the ingredient.,T,6.15,10.46070046,8.591929538,11.56686141,11.07856693
The cowboy enjoyed the snack.,AT,4.8,7.723562472,8.172446818,10.72547765,10.24110199
The cowboy enjoyed the ride.,T,5.6,7.723562472,10.39360013,11.16970831,10.24110199
The cowboy rode the bike.,AT,3.25,7.723562472,8.190354404,11.03940613,9.789478636
The cowboy rode the bull.,T,5.7,7.723562472,11.53148222,11.7076317,9.789478636
The crew loaded the stroller.,AT,3.4,9.669472621,7.118826249,10.72286065,10.34380487
The crew loaded the container.,T,5.2,9.669472621,8.567886306,11.01267266,10.34380487
The customer read the music.,AT,2.6,9.891465577,11.18587867,12.50784017,11.96822147
The customer read the menu.,T,5.45,9.891465577,9.579141496,12.18649274,11.96822147
The cyclist completed the project.,AT,2.7,6.728628613,10.99551152,11.35855176,11.21100923
The cyclist completed the race.,T,6.25,6.728628613,11.15254366,11.38995818,11.21100923
The cyclist fixed the hair.,AT,2.5,6.728628613,11.1948804,11.43606693,11.29729115
The cyclist fixed the bike.,T,6.1,6.728628613,8.190354404,10.83516173,11.29729115
The cyclist rode the skates.,AT,2.1,6.728628613,6.469250317,10.49619854,9.789478636
The cyclist rode the bike.,T,6.5,6.728628613,8.190354404,10.84041936,9.789478636
The dealer checked the net.,AT,2.95,8.812992232,11.66992921,11.49071902,10.77249798
The dealer checked the car.,T,5.9,8.812992232,14.1218468,11.98110253,10.77249798
The dealer examined the plant.,AT,2.35,8.812992232,11.69929714,11.81521657,11.18005075
The dealer examined the car.,T,6.4,8.812992232,14.1218468,12.29972651,11.18005075
The dealer sold the meat.,AT,3.9,8.812992232,10.51006871,12.04426022,11.40460502
The dealer sold the car.,T,6.7,8.812992232,14.1218468,12.76661584,11.40460502
The deejay mixed the ingredient.,AT,2.1,6.378426184,8.591929538,10.75040655,11.07856693
The deejay mixed the music.,T,6.65,6.378426184,11.18587867,11.26919638,11.07856693
The demonstrator carried the ball.,AT,3.45,7.244941546,11.66416907,11.39340267,11.10370833
The demonstrator carried the flag.,T,5.85,7.244941546,11.29960847,11.32049056,11.10370833
The demonstrator signed the shirt.,AT,2.1,7.244941546,9.704426672,11.06262088,12.54921544
The demonstrator signed the petition.,T,5.25,7.244941546,10.14643373,11.1510223,12.54921544
The demonstrator threw the frisbee.,AT,2.05,7.244941546,6.154858094,10.19060543,8.059592329
The demonstrator threw the stone.,T,3.5,7.244941546,11.02754014,11.16514183,8.059592329
The diplomat carried the dog.,AT,3,9.834887461,11.77820854,11.93419975,11.10370833
The diplomat carried the message.,T,5.65,9.834887461,9.93914423,11.56638689,11.10370833
The doctor helped the cook.,AT,2.05,10.23160354,10.46070046,11.49647049,11.1131044
The doctor helped the woman.,T,6.1,10.23160354,10.80758424,11.56584724,11.1131044
The doctor offered the breakfast.,AT,2.15,10.23160354,9.143773128,11.63076202,11.26080357
The doctor offered the support.,T,6,10.23160354,11.0355185,12.0091111,11.26080357
The doctor sewed the shoe.,AT,1.6,10.23160354,10.53158942,11.39027804,10.37111336
The doctor sewed the wound.,T,5.65,10.23160354,10.58185099,11.40033035,10.37111336
The doctor used the shovel.,AT,2.9,10.23160354,9.389573832,11.99397229,12.22692374
The doctor used the stethoscope.,T,5.85,10.23160354,7.104144093,11.53688634,12.22692374
The doctor visited the museum.,AT,2.95,10.23160354,8.870663004,11.26964737,11.10019402
The doctor visited the patient.,T,6.05,10.23160354,11.11489267,11.71849331,11.10019402
The doctor wrote the conjugation.,AT,3.05,10.23160354,7.726653665,11.45719525,9.834083882
The doctor wrote the diagnosis.,T,6.8,10.23160354,9.119430497,11.73575062,9.834083882
The dog ate the plant.,AT,4.3,11.77820854,11.69929714,12.8922414,11.49006617
The dog ate the bone.,T,6.25,11.77820854,10.81093934,12.71456984,11.49006617
The dog carried the flag.,AT,1.45,11.77820854,11.29960847,12.22714395,11.10370833
The dog carried the ball.,T,6,11.77820854,11.66416907,12.30005607,11.10370833
The dog caught the wave.,AT,2.35,11.77820854,10.86626103,12.06641155,8.193953024
The dog caught the ball.,T,5.65,11.77820854,11.66416907,12.22599316,8.193953024
The dog chased the tank.,AT,2.25,11.77820854,9.98266835,11.61381099,9.064620718
The dog chased the ball.,T,6.5,11.77820854,11.66416907,11.95011113,9.064620718
The dog dug the grave.,AT,2.6,11.77820854,10.95875731,12.35241648,9.531481398
The dog dug the hole.,T,6.5,11.77820854,9.82795549,12.12625612,9.531481398
The dog fetched the tray.,AT,3.2,11.77820854,10.03368213,11.71516774,9.183996397
The dog fetched the ball.,T,5.5,11.77820854,11.66416907,12.04126513,9.183996397
The dog pulled the trigger.,AT,2.8,11.77820854,8.687948112,11.44905967,10.63067378
The dog pulled the sled.,T,5.05,11.77820854,9.504128763,11.6122958,10.63067378
The driver heard the baby.,AT,3.25,8.876404915,10.26042746,11.71349731,9.937019036
The driver heard the horn.,T,5.75,8.876404915,10.91100742,11.84361331,9.937019036
The electrician checked the rifle.,AT,1.9,7.638198244,9.650013651,10.85177711,10.77249798
The electrician checked the device.,T,5.35,7.638198244,9.929545087,10.90768339,10.77249798
The employee passed the rifle.,AT,1.8,10.47765411,9.650013651,11.89596908,12.62649861
The employee passed the report.,T,5.4,10.47765411,11.76120641,12.31820763,12.62649861
The employer offered the candy.,AT,2.85,10.07285051,8.911395107,11.55253581,11.26080357
The employer offered the job.,T,6.65,10.07285051,10.86862559,11.94398191,11.26080357
The engineer completed the painting.,AT,1.85,9.698490847,9.599133946,11.67324869,11.21100923
The engineer completed the project.,T,6.25,9.698490847,10.99551152,11.9525242,11.21100923
The engineer drew the flower.,AT,2.1,9.698490847,10.85738231,11.70691829,8.485083137
The engineer drew the turbine.,T,5.4,9.698490847,8.349011198,11.20524407,8.485083137
The farmer picked the killer.,AT,1.55,10.00106788,7.512617545,10.8415491,10.86902549
The farmer picked the vegetable.,T,5.8,10.00106788,8.785080637,11.09604171,10.86902549
The farmer plowed the sand.,AT,4.1,10.00106788,11.61528348,11.54866099,9.728836502
The farmer plowed the field.,T,6.8,10.00106788,11.30251303,11.4861069,9.728836502
The farmer sold the drug.,AT,1.45,10.00106788,10.77138604,12.33413882,11.40460502
The farmer sold the corn.,T,6.25,10.00106788,12.11829552,12.60352072,11.40460502
The farmer sprayed the cream.,AT,2.15,10.00106788,9.901535649,11.1815968,9.135293498
The farmer sprayed the pesticide.,T,6.7,10.00106788,7.171656823,10.63562104,9.135293498
The farmer used the computer.,AT,2.55,10.00106788,10.01681624,12.07331364,12.22692374
The farmer used the shovel.,T,5.95,10.00106788,9.389573832,11.94786515,12.22692374
The fighter kicked the television.,AT,2.6,8.239065332,8.951310542,10.61618814,9.792779431
The fighter kicked the opponent.,T,5.55,8.239065332,9.48425308,10.72277665,9.792779431
The firefighter fought the crime.,AT,2.05,6.598509029,10.56862099,11.02621528,8.470311206
The firefighter fought the fire.,T,7,6.598509029,11.95900775,11.30429263,8.470311206
The fisherman caught the ball.,AT,2.2,7.530479995,11.66416907,11.37644745,8.193953024
The fisherman caught the fish.,T,6.45,7.530479995,11.4569158,11.3349968,8.193953024
The fisherman checked the car.,AT,1.75,7.530479995,14.1218468,11.72460009,10.77249798
The fisherman checked the net.,T,6.15,7.530479995,11.66992921,11.23421657,10.77249798
The fisherman sold the drug.,AT,1.55,7.530479995,10.77138604,11.84002124,11.40460502
The fisherman sold the fish.,T,6.45,7.530479995,11.4569158,11.97712719,11.40460502
The florist sold the bike.,AT,1.4,8.004699511,8.190354404,11.41865882,11.40460502
The florist sold the flower.,T,6.15,8.004699511,10.85738231,11.9520644,11.40460502
The footballer chased the toy.,AT,2.7,6.406879986,10.16523624,10.57605886,9.064620718
The footballer chased the ball.,T,5.75,6.406879986,11.66416907,10.87584542,9.064620718
The footballer delivered the lecture.,AT,3.2,6.406879986,9.701922012,10.8960754,10.93686775
The footballer delivered the kick.,T,5.9,6.406879986,9.792779431,10.91424688,10.93686775
The footballer hit the car.,AT,2.3,6.406879986,14.1218468,12.29013318,11.42830396
The footballer hit the ball.,T,6.05,6.406879986,11.66416907,11.79859763,11.42830396
The footballer kicked the vase.,AT,1.35,6.406879986,9.422867771,10.34406251,9.792779431
The footballer kicked the ball.,T,6.6,6.406879986,11.66416907,10.79232277,9.792779431
The footballer passed the knife.,AT,1.55,6.406879986,9.549024446,11.06161642,12.62649861
The footballer passed the ball.,T,6.75,6.406879986,11.66416907,11.48464534,12.62649861
The gardener cut the fish.,AT,1.45,7.54009032,11.4569158,12.04211293,11.71992337
The gardener cut the grass.,T,6.5,7.54009032,10.59149656,11.86902908,11.71992337
The gardener decorated the book.,AT,2.05,7.54009032,11.84813262,11.13416597,10.821916
The gardener decorated the garden.,T,6.3,7.54009032,10.34386925,10.83331329,10.821916
The gardener gathered the flag.,AT,1.9,7.54009032,11.29960847,11.21653128,9.968807019
The gardener gathered the grass.,T,5.65,7.54009032,10.59149656,11.0749089,9.968807019
The gardener pushed the demonstrator.,AT,2.6,7.54009032,7.244941546,10.23365167,10.11585323
The gardener pushed the mower.,T,5.65,7.54009032,7.396948603,10.26405308,10.11585323
The general gathered the bread.,AT,1.85,11.58818135,10.49957302,11.8661424,9.968807019
The general gathered the soldier.,T,5.9,11.58818135,10.53228286,11.87268437,9.968807019
The general sent the postcard.,AT,3.2,11.58818135,8.003697339,12.2622386,12.22567918
The general sent the soldier.,T,6.8,11.58818135,10.53228286,12.76795571,12.22567918
The general won the toy.,AT,1.55,11.58818135,10.16523624,12.60192002,11.76254735
The general won the battle.,T,6.1,11.58818135,10.87492913,12.7438586,11.76254735
The goalkeeper caught the fish.,AT,1.65,6.455198563,11.4569158,11.11994051,8.193953024
The goalkeeper caught the ball.,T,6,6.455198563,11.66416907,11.16139116,8.193953024
The goalkeeper grabbed the phone.,AT,2.65,6.455198563,9.827793708,10.34804135,9.810549557
The goalkeeper grabbed the ball.,T,5.6,6.455198563,11.66416907,10.71531643,9.810549557
The goalkeeper held the child.,AT,2.7,6.455198563,12.02586884,11.62424295,10.14651216
The goalkeeper held the ball.,T,6.7,6.455198563,11.66416907,11.55190299,10.14651216
The goalkeeper threw the bomb.,AT,1.05,6.455198563,10.99891143,11.0014675,8.059592329
The goalkeeper threw the ball.,T,6.15,6.455198563,11.66416907,11.13451902,8.059592329
The government offered the drink.,AT,1.5,11.34302643,10.63859208,12.15201039,11.26080357
The government offered the protection.,T,5.7,11.34302643,10.18467357,12.06122669,11.26080357
The grandfather told the strategy.,AT,4.15,8.529121762,9.345046075,11.42155422,9.739968123
The grandfather told the story.,T,6.55,8.529121762,10.41783696,11.6361124,9.739968123
The guard opened the present.,AT,2.05,11.07621734,11.76513061,12.23290044,11.4584904
The guard opened the jail.,T,6.5,11.07621734,9.992276515,11.87832962,11.4584904
The guard tied the roast.,AT,2.5,11.07621734,9.215526899,11.63238605,11.81357065
The guard tied the prisoner.,T,4.8,11.07621734,9.916798567,11.77264038,11.81357065
The guest held the camera.,AT,3.55,9.774346508,9.579971027,11.79889297,10.14651216
The guest held the drink.,T,5.3,9.774346508,10.63859208,12.01061718,10.14651216
The guest hung the laundry.,AT,3.9,9.774346508,8.080237416,11.55374262,10.42049404
The guest hung the coat.,T,5.2,9.774346508,10.25576283,11.98884771,10.42049404
The guide described the software.,AT,3.8,10.25107634,8.160232492,11.67052872,10.99613207
The guide described the monument.,T,5.9,10.25107634,9.927252906,12.0239328,10.99613207
The hairstylist fixed the bike.,AT,1.25,5.905361848,8.190354404,10.67050838,11.29729115
The hairstylist fixed the hair.,T,6.85,5.905361848,11.1948804,11.27141357,11.29729115
The hairstylist flipped the board.,AT,1.9,5.905361848,10.67885967,10.48434742,9.6164053
The hairstylist flipped the hair.,T,6.35,5.905361848,11.1948804,10.58755157,9.6164053
The hairstylist sprayed the pesticide.,AT,1.25,5.905361848,7.171656823,9.816479832,9.135293498
