"Metric","Parameter","Estimate","Std..Error","df","t.value","Pr...t.."
"v2_sdm","agent_freq_norm",0.00759831412989092,0.00676823443801496,578.346649478475,1.12264346034081,0.26205478107302
"v2_sdm","patient_freq_norm",0.014014362056994,0.00676619285309335,577.576756149577,2.07123301999691,0.0387805158671706
"v2_sdm","verb_freq_norm",0.0363833447359232,0.00602446486608316,349.801261717895,6.03926581774193,3.9570134295104e-09
"v2_sdm","sentence_freq_norm",0.0243722762891727,0.00991511908253944,647.35290253233,2.45809214052632,0.0142286300542529
"v2_sdm","PlausibilityImplausible:TrialTypeAAN",-0.0110346845606799,0.0132220107392018,1082.76142029097,-0.834569323708328,0.404144331497596
"v2_sdm","PlausibilityImplausible:TrialTypeAI",-0.0345899313334365,0.0137556224632952,1082.98213074787,-2.51460313233621,0.0120606464719271
"v2_sdm","PlausibilityImplausible:VoiceA>P",-0.0154340037428793,0.0182910338800652,1084.90662827865,-0.843801604878131,0.398966288024752
"v2_sdm","TrialTypeAAN:VoiceA>P",-0.0695242414053287,0.0186644391727332,1087.02277664045,-3.72495743171841,0.000205385041065753
"v2_sdm","TrialTypeAI:VoiceA>P",0.0552800125679472,0.0189390934524541,1108.48728757067,2.91883097291461,0.00358445694871083
"v2_sdm","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",0.0464271612338089,0.0263797042143296,1084.90662823469,1.75995761198071,0.078696776841446
"v2_sdm","PlausibilityImplausible:TrialTypeAI:VoiceA>P",-0.21373055019303,0.0266051401891857,1084.90662827463,-8.03343070824735,2.45571059842415e-15
"xlnet-large-cased","(Intercept)",0.556106949928771,0.0073188636683066,447.712247073602,75.9826900912119,5.68309360646244e-258
"xlnet-large-cased","PlausibilityImplausible",-0.00298206722494275,0.00858046422197079,1136.71032982598,-0.347541478852274,0.728248902118953
"xlnet-large-cased","TrialTypeAAN",-0.0112181344701382,0.0104692143577177,443.3195748526,-1.07153546453736,0.2845117229728
"xlnet-large-cased","TrialTypeAI",-0.0213265007517425,0.0109716618017183,471.095813978797,-1.94378036227863,0.0525170084399391
"xlnet-large-cased","VoiceA>P",-0.0803046750521681,0.013680587206754,1491.20496384119,-5.86997281904115,5.3627724538797e-09
"xlnet-large-cased","agent_freq_norm",-0.00519575575479959,0.00462717431507629,661.289855600441,-1.12287875947762,0.261896489990153
"xlnet-large-cased","patient_freq_norm",-0.00739078340173355,0.00462656962553191,661.164877359048,-1.59746507670548,0.110639865206484
"xlnet-large-cased","verb_freq_norm",0.00241693443536377,0.00375438450326319,389.537368509914,0.643763160982327,0.520107857849058
"xlnet-large-cased","sentence_freq_norm",0.00211877038503605,0.00669457404042094,518.433814223119,0.316490694141733,0.751757479333991
"xlnet-large-cased","PlausibilityImplausible:TrialTypeAAN",0.0138089657110056,0.0123475873590576,1136.70791487207,1.11835335191016,0.263652396139564
"xlnet-large-cased","PlausibilityImplausible:TrialTypeAI",-0.0014677226874501,0.0128460364216401,1136.74010550465,-0.114254906282035,0.909055904303764
"xlnet-large-cased","PlausibilityImplausible:VoiceA>P",0.0242482291418741,0.0170848166846621,1137.19243207667,1.41928529813509,0.156089892730608
"xlnet-large-cased","TrialTypeAAN:VoiceA>P",0.0304126613131673,0.0174286159027382,1138.41594148132,1.74498431102547,0.0812574267241843
"xlnet-large-cased","TrialTypeAI:VoiceA>P",0.0824428008077305,0.0176338568754024,1150.87511729772,4.67525632028523,3.28294508036942e-06
"xlnet-large-cased","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",-0.024753786025031,0.0246400730353808,1137.1924321458,-1.00461496155011,0.315296001719476
"xlnet-large-cased","PlausibilityImplausible:TrialTypeAI:VoiceA>P",-0.0661104203254692,0.0248506424504177,1137.19243196804,-2.66031031018106,0.00791670899428768
"order-based_PPMI","(Intercept)",0.140044305487553,0.00608737596041452,376.987893840614,23.0056934873489,8.47715058235756e-74
"order-based_PPMI","PlausibilityImplausible",-0.00368059918932514,0.00204749415469283,1013.6119398501,-1.79761157358582,0.0725361161527651
"order-based_PPMI","TrialTypeAAN",0.0181001439211011,0.00869578382661377,375.015561471829,2.08148503711705,0.0380673638124349
"order-based_PPMI","TrialTypeAI",0.0254789777944677,0.00907918897733212,383.409757124666,2.80630548147865,0.00526696043753661
"order-based_PPMI","VoiceA>P",-0.017387025196765,0.00439638213122539,1417.77826582357,-3.95484848172621,8.03643220932071e-05
"order-based_PPMI","agent_freq_norm",-0.00395789834934707,0.00311129289710875,641.96747588404,-1.27210728151794,0.203795603454122
"order-based_PPMI","patient_freq_norm",-0.00184530835222414,0.00310903892917389,639.075787380374,-0.593530153292247,0.553036412185252
"order-based_PPMI","verb_freq_norm",-0.0260747457954295,0.00350645394631787,397.916372155793,-7.43621510352664,6.42265578653383e-13
"order-based_PPMI","sentence_freq_norm",-0.0197403941521416,0.0035005155033175,1500.05830084645,-5.63928202387142,2.03735739416034e-08
"order-based_PPMI","PlausibilityImplausible:TrialTypeAAN",0.00367327008007267,0.00294660625902828,1012.45456540728,1.24661042472775,0.212828709323839
"order-based_PPMI","PlausibilityImplausible:TrialTypeAI",0.00681286671119745,0.003062845214447,1027.98741639167,2.2243588017645,0.026340854794154
"order-based_PPMI","PlausibilityImplausible:VoiceA>P",0.0051289196748081,0.00401498118338955,1136.32060525602,1.27744550734809,0.20170594002136
"order-based_PPMI","TrialTypeAAN:VoiceA>P",0.00564249187493086,0.00410083401396377,1137.99737978003,1.37593763993314,0.169111659215204
"order-based_PPMI","TrialTypeAI:VoiceA>P",0.0186545427706648,0.00420089294467847,1154.59923541036,4.44061370197392,9.83037798821668e-06
"order-based_PPMI","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",-0.0169288046983409,0.00579048821069364,1136.32060534932,-2.92355395302895,0.0035292080170471
"order-based_PPMI","PlausibilityImplausible:TrialTypeAI:VoiceA>P",-0.0377068948610371,0.0058399726303848,1136.32060521317,-6.45669033872725,1.58235983342481e-10
"gpt2-xl_full","(Intercept)",0.487544904432762,0.0101577386504519,378.597313818183,47.9973861515989,4.76104266402222e-163
"gpt2-xl_full","PlausibilityImplausible",0.00553502521996863,0.0055090767094652,922.01318588543,1.00471013780927,0.315300043981106
"gpt2-xl_full","TrialTypeAAN",0.0495270376260971,0.0145230638308337,375.318486032893,3.41023341926977,0.0007195949630441
"gpt2-xl_full","TrialTypeAI",0.0923644290314783,0.0151416431386115,389.95953013443,6.10002680593808,2.55675331372018e-09
"gpt2-xl_full","VoiceA>P",0.0947175944204004,0.010543798940063,1479.95163463485,8.98325119426397,7.80362962849178e-19
"gpt2-xl_full","agent_freq_norm",0.00909365142509346,0.0056081966152562,680.590728699932,1.62149297696797,0.105375102076331
"gpt2-xl_full","patient_freq_norm",0.0122518250797553,0.00559667282058025,672.798984522114,2.18912655295885,0.0289305242714252
"gpt2-xl_full","verb_freq_norm",0.0188258097966231,0.00555956619666288,400.306569861689,3.38620121259159,0.000778782976453262
"gpt2-xl_full","sentence_freq_norm",0.0452543296700269,0.00768498051873412,1139.75245823552,5.88867200895407,5.11685364142318e-09
"gpt2-xl_full","PlausibilityImplausible:TrialTypeAAN",-0.0598075863241494,0.00792863315482167,920.38570464414,-7.54324044968311,1.09922473965521e-13
"gpt2-xl_full","PlausibilityImplausible:TrialTypeAI",-0.16689067420198,0.00823619657654623,942.47739874312,-20.2630756382413,4.62309471445266e-76
"gpt2-xl_full","PlausibilityImplausible:VoiceA>P",-0.000641591524767946,0.0106641883373607,1131.57812017777,-0.0601631839640532,0.952036290862291
"gpt2-xl_full","TrialTypeAAN:VoiceA>P",-0.00936872792898787,0.0108868891406356,1133.81402672181,-0.860551421803205,0.389667082143601
"gpt2-xl_full","TrialTypeAI:VoiceA>P",0.00139369385264357,0.0110982477670643,1156.16575093559,0.12557782831084,0.90008794658324
"gpt2-xl_full","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",-0.0142633012695596,0.0153801111446237,1131.5781200998,-0.927386098542308,0.35392386291965
"gpt2-xl_full","PlausibilityImplausible:TrialTypeAI:VoiceA>P",0.00394045718302485,0.0155115466725247,1131.57812022666,0.25403380244502,0.799515595055004
"surprisal_scores_tinylstm","(Intercept)",0.396318242073659,0.0109703154840615,383.133919138094,36.1264215828123,1.90461359622398e-125
"surprisal_scores_tinylstm","PlausibilityImplausible",0.0010390460299756,0.00318753336137895,1068.66049001097,0.325971813366717,0.744509499727685
"surprisal_scores_tinylstm","TrialTypeAAN",-0.0132434999401094,0.0156662408810949,381.708364774083,-0.845352758241505,0.398443485785862
"surprisal_scores_tinylstm","TrialTypeAI",-0.0576749720224916,0.0163690360976599,387.913536169428,-3.52341895261241,0.000476802764771872
"surprisal_scores_tinylstm","VoiceA>P",-0.0683017770084807,0.00703054459603982,1379.39141543146,-9.71500515720416,1.26004576805436e-21
"surprisal_scores_tinylstm","agent_freq_norm",-0.0340553925491287,0.00550850883487896,610.109376844982,-6.1823251210011,1.15642541279752e-09
"surprisal_scores_tinylstm","patient_freq_norm",-0.0356072305832368,0.00550614979880651,608.479408201088,-6.46681109020224,2.05658802315819e-10
"surprisal_scores_tinylstm","verb_freq_norm",-0.0163638020818339,0.0064202003743606,399.631698719468,-2.5487992784748,0.0111824257434265
"surprisal_scores_tinylstm","sentence_freq_norm",0.0107991614678485,0.00567707010323376,1483.42136540016,1.90224204941508,0.0573330305019681
"surprisal_scores_tinylstm","PlausibilityImplausible:TrialTypeAAN",0.00407885288220382,0.00458714444615256,1067.91997381253,0.88919216084964,0.374100062722631
"surprisal_scores_tinylstm","PlausibilityImplausible:TrialTypeAI",0.0393793519652492,0.00476986508122949,1077.79154629432,8.25586285872445,4.37325992956495e-16
"surprisal_scores_tinylstm","PlausibilityImplausible:VoiceA>P",-0.000519185789971385,0.00629148468929184,1142.4977001784,-0.0825219825862477,0.934246093281138
"surprisal_scores_tinylstm","TrialTypeAAN:VoiceA>P",0.000689348214646275,0.00642672248220753,1143.90091036024,0.107262794768989,0.914599308554016
"surprisal_scores_tinylstm","TrialTypeAI:VoiceA>P",-0.0140051533731285,0.00659069658375567,1157.76434599327,-2.12498833699119,0.0337989191431432
"surprisal_scores_tinylstm","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",-0.00287485975468022,0.00907370825841534,1142.49770009379,-0.316834052055173,0.751427407530813
"surprisal_scores_tinylstm","PlausibilityImplausible:TrialTypeAI:VoiceA>P",0.00338706114733006,0.00915125045715176,1142.49770019847,0.370120035856198,0.7113616540034
"human","(Intercept)",0.799311882272567,0.00926797994707515,379.162301884934,86.2444553006202,2.94963258356848e-251
"human","PlausibilityImplausible",-0.00521191315054051,0.0159200389861349,380.201505042342,-0.327380677590029,0.743560159445187
"human","TrialTypeAAN",0.0672619931982701,0.0132436181416153,374.575535551081,5.07882305870127,6.00081321095772e-07
"human","TrialTypeAI",0.0912854363347386,0.0140132478893756,398.386736914005,6.51422404394549,2.20772524591785e-10
"human","VoiceA>P",0.00339358104040035,0.0112987706875602,1111.94092543943,0.300349580874018,0.763966660665666
"human","agent_freq_norm",0.00406282647265991,0.00607582727810089,823.068285755387,0.668686960095715,0.503882680709817
"human","patient_freq_norm",0.00217908663002211,0.00612537392742226,854.873350117501,0.355747527553657,0.722117413494941
"human","verb_freq_norm",0.00687946118688361,0.00485056176516261,406.217788656862,1.41828132903962,0.156875339143841
"human","sentence_freq_norm",-0.00095852292190811,0.0075434153419392,825.429713479463,-0.127067499064913,0.898917921851335
"human","PlausibilityImplausible:TrialTypeAAN",-0.379051520313633,0.0229157905607141,379.828542549064,-16.5410623434246,1.12897672145965e-46
"human","PlausibilityImplausible:TrialTypeAI",-0.780734359723774,0.0237512415681712,384.756705894227,-32.8713072738913,8.99710728280207e-114
"human","PlausibilityImplausible:VoiceA>P",0.000144066622182868,0.0122748045667272,761.499047961296,0.0117367752292679,0.990638697344825
"human","TrialTypeAAN:VoiceA>P",-0.0107547976899094,0.0125275282494197,762.962349167623,-0.858493190019948,0.39088980769223
"human","TrialTypeAI:VoiceA>P",0.0222063774548732,0.0127338026184485,777.786762647479,1.74389207373931,0.0815729805157053
"human","PlausibilityImplausible:TrialTypeAAN:VoiceA>P",0.0321944414614187,0.0177029749046538,761.499047877651,1.81858934076416,0.0693667963604416
"human","PlausibilityImplausible:TrialTypeAI:VoiceA>P",-0.0694455857263029,0.0178542611879668,761.499047973352,-3.88958047578619,0.000109193714818671
